year,countrycode,scenario,hdi.proj
2085,GMB,SSP2,NA
2090,GMB,SSP2,NA
2095,GMB,SSP2,NA
2010,GNB,SSP2,0.327563526
2015,GNB,SSP2,0.355294532
2020,GNB,SSP2,0.377897475
2025,GNB,SSP2,0.400001935
2030,GNB,SSP2,0.42096436
2035,GNB,SSP2,0.441502887
2040,GNB,SSP2,0.460905307
2045,GNB,SSP2,0.480021592
2050,GNB,SSP2,0.498625601
2055,GNB,SSP2,0.516358485
2060,GNB,SSP2,0.532944584
2065,GNB,SSP2,0.548788604
2070,GNB,SSP2,0.563848683
2075,GNB,SSP2,0.578646586
2080,GNB,SSP2,NA
2085,GNB,SSP2,NA
2090,GNB,SSP2,NA
2095,GNB,SSP2,NA
2010,GNQ,SSP2,0.582064942
2015,GNQ,SSP2,0.597602388
2020,GNQ,SSP2,0.610242979
2025,GNQ,SSP2,0.622428508
2030,GNQ,SSP2,0.63435762
2035,GNQ,SSP2,0.645415954
2040,GNQ,SSP2,0.656295765
2045,GNQ,SSP2,0.667051259
2050,GNQ,SSP2,0.677583429
2055,GNQ,SSP2,0.686600656
2060,GNQ,SSP2,0.694917941
2065,GNQ,SSP2,0.70264152
2070,GNQ,SSP2,0.710820217
2075,GNQ,SSP2,0.718167613
2080,GNQ,SSP2,NA
2085,GNQ,SSP2,NA
2090,GNQ,SSP2,NA
2095,GNQ,SSP2,NA
2010,GRC,SSP2,0.788720209
2015,GRC,SSP2,0.800292764
2020,GRC,SSP2,0.814290229
2025,GRC,SSP2,0.82873022
2030,GRC,SSP2,0.842101335
2035,GRC,SSP2,0.852819277
2040,GRC,SSP2,0.862144306
2045,GRC,SSP2,0.868773933
2050,GRC,SSP2,0.874119965
2055,GRC,SSP2,0.876607273
2060,GRC,SSP2,0.878220803
2065,GRC,SSP2,0.879857439
2070,GRC,SSP2,0.881259281
2075,GRC,SSP2,0.882741473
2080,GRC,SSP2,NA
2085,GRC,SSP2,NA
2090,GRC,SSP2,NA
2095,GRC,SSP2,NA
2010,GTM,SSP2,0.528684016
2015,GTM,SSP2,0.544056943
2020,GTM,SSP2,0.5624608
2025,GTM,SSP2,0.580168718
2030,GTM,SSP2,0.596809304
2035,GTM,SSP2,0.612591566
2040,GTM,SSP2,0.627713843
2045,GTM,SSP2,0.64110101
2050,GTM,SSP2,0.653386715
2055,GTM,SSP2,0.663703799
2060,GTM,SSP2,0.673032939
2065,GTM,SSP2,0.681781157
2070,GTM,SSP2,0.690214535
2075,GTM,SSP2,0.698376287
2080,GTM,SSP2,NA
2085,GTM,SSP2,NA
2090,GTM,SSP2,NA
2095,GTM,SSP2,NA
2010,GUY,SSP2,0.600425959
2015,GUY,SSP2,0.607746472
2020,GUY,SSP2,0.616245497
2025,GUY,SSP2,0.626366027
2030,GUY,SSP2,0.637522211
2035,GUY,SSP2,0.648522591
2040,GUY,SSP2,0.659197077
2045,GUY,SSP2,0.668587345
2050,GUY,SSP2,0.677293137
2055,GUY,SSP2,0.68404381
2060,GUY,SSP2,0.690171804
2065,GUY,SSP2,0.69600315
2070,GUY,SSP2,0.701502346
2075,GUY,SSP2,0.706898226
2080,GUY,SSP2,NA
2085,GUY,SSP2,NA
2090,GUY,SSP2,NA
2095,GUY,SSP2,NA
2010,HKG,SSP2,0.863275248
2015,HKG,SSP2,0.874441734
2020,HKG,SSP2,0.885781116
2025,HKG,SSP2,0.895968795
2030,HKG,SSP2,0.904802283
2035,HKG,SSP2,0.912983456
2040,HKG,SSP2,0.921739268
2045,HKG,SSP2,0.92784645
2050,HKG,SSP2,0.932513271
2055,HKG,SSP2,0.934533775
2060,HKG,SSP2,0.935491327
2065,HKG,SSP2,0.936212475
2070,HKG,SSP2,0.936776909
2075,HKG,SSP2,0.937309016
2080,HKG,SSP2,NA
2085,HKG,SSP2,NA
2090,HKG,SSP2,NA
2095,HKG,SSP2,NA
2010,HND,SSP2,0.541870964
2015,HND,SSP2,0.558629979
2020,HND,SSP2,0.576539643
2025,HND,SSP2,0.593265573
2030,HND,SSP2,0.608631617
2035,HND,SSP2,0.622724149
2040,HND,SSP2,0.636378419
2045,HND,SSP2,0.64841854
2050,HND,SSP2,0.65996789
2055,HND,SSP2,0.669460295
2060,HND,SSP2,0.678331541
2065,HND,SSP2,0.687138974
2070,HND,SSP2,0.69587401
2075,HND,SSP2,0.704410931
2080,HND,SSP2,NA
2085,HND,SSP2,NA
2090,HND,SSP2,NA
2095,HND,SSP2,NA
2010,HRV,SSP2,0.756934005
2015,HRV,SSP2,0.76907591
2020,HRV,SSP2,0.780534171
2025,HRV,SSP2,0.790648282
2030,HRV,SSP2,0.799246213
2035,HRV,SSP2,0.805682163
2040,HRV,SSP2,0.811448229
2045,HRV,SSP2,0.815533318
2050,HRV,SSP2,0.818829209
2055,HRV,SSP2,0.820292704
2060,HRV,SSP2,0.821576776
2065,HRV,SSP2,0.823194714
2070,HRV,SSP2,0.825196604
2075,HRV,SSP2,0.827486372
2080,HRV,SSP2,NA
2085,HRV,SSP2,NA
2090,HRV,SSP2,NA
2095,HRV,SSP2,NA
2010,HTI,SSP2,0.428913309
2015,HTI,SSP2,0.451606717
2020,HTI,SSP2,0.481891245
2025,HTI,SSP2,0.512989173
2030,HTI,SSP2,0.542078846
2035,HTI,SSP2,0.567879736
2040,HTI,SSP2,0.590365104
2045,HTI,SSP2,0.609590907
2050,HTI,SSP2,0.626403653
2055,HTI,SSP2,0.640141287
2060,HTI,SSP2,0.653416767
2065,HTI,SSP2,0.666826433
2070,HTI,SSP2,0.679153939
2075,HTI,SSP2,0.690311482
2080,HTI,SSP2,NA
2085,HTI,SSP2,NA
2090,HTI,SSP2,NA
2095,HTI,SSP2,NA
2010,HUN,SSP2,0.750025172
2015,HUN,SSP2,0.759806717
2020,HUN,SSP2,0.771102374
2025,HUN,SSP2,0.782522139
2030,HUN,SSP2,0.79143928
2035,HUN,SSP2,0.798216318
2040,HUN,SSP2,0.804058456
2045,HUN,SSP2,0.807961086
2050,HUN,SSP2,0.811026518
2055,HUN,SSP2,0.812390959
2060,HUN,SSP2,0.813563711
2065,HUN,SSP2,0.815048583
2070,HUN,SSP2,0.816806148
2075,HUN,SSP2,0.818864556
2080,HUN,SSP2,NA
2085,HUN,SSP2,NA
2090,HUN,SSP2,NA
2095,HUN,SSP2,NA
2010,IDN,SSP2,0.599236863
2015,IDN,SSP2,0.6234907
2020,IDN,SSP2,0.656210266
2025,IDN,SSP2,0.684378479
2030,IDN,SSP2,0.706633533
2035,IDN,SSP2,0.724184397
2040,IDN,SSP2,0.738667899
2045,IDN,SSP2,0.749196724
2050,IDN,SSP2,0.759332537
2055,IDN,SSP2,0.767011169
2060,IDN,SSP2,0.773702298
2065,IDN,SSP2,0.779428574
2070,IDN,SSP2,0.784461152
2075,IDN,SSP2,0.789298233
2080,IDN,SSP2,NA
2085,IDN,SSP2,NA
2090,IDN,SSP2,NA
2095,IDN,SSP2,NA
2010,IND,SSP2,0.523168511
2015,IND,SSP2,0.556354731
2020,IND,SSP2,0.596985795
2025,IND,SSP2,0.631661692
2030,IND,SSP2,0.65915695
2035,IND,SSP2,0.681731556
2040,IND,SSP2,0.700638068
2045,IND,SSP2,0.714902522
2050,IND,SSP2,0.725611404
2055,IND,SSP2,0.732932175
2060,IND,SSP2,0.739523032
2065,IND,SSP2,0.745776118
2070,IND,SSP2,0.751829752
2075,IND,SSP2,0.757315285
2080,IND,SSP2,NA
2085,IND,SSP2,NA
2090,IND,SSP2,NA
2095,IND,SSP2,NA
2010,IRL,SSP2,0.849317102
2015,IRL,SSP2,0.858436137
2020,IRL,SSP2,0.868491097
2025,IRL,SSP2,0.880438718
2030,IRL,SSP2,0.890758257
2035,IRL,SSP2,0.89893077
2040,IRL,SSP2,0.905549478
2045,IRL,SSP2,0.909722303
2050,IRL,SSP2,0.912700406
2055,IRL,SSP2,0.913534075
2060,IRL,SSP2,0.913818206
2065,IRL,SSP2,0.914169343
2070,IRL,SSP2,0.914408238
2075,IRL,SSP2,0.914656798
2080,IRL,SSP2,NA
2085,IRL,SSP2,NA
2090,IRL,SSP2,NA
2095,IRL,SSP2,NA
2010,IRN,SSP2,0.664532441
2015,IRN,SSP2,0.688272634
2020,IRN,SSP2,0.706932488
2025,IRN,SSP2,0.722020333
2030,IRN,SSP2,0.734590656
2035,IRN,SSP2,0.746664542
2040,IRN,SSP2,0.759791392
2045,IRN,SSP2,0.771468702
2050,IRN,SSP2,0.781903338
2055,IRN,SSP2,0.789628044
2060,IRN,SSP2,0.796241555
2065,IRN,SSP2,0.8018646
2070,IRN,SSP2,0.807267155
2075,IRN,SSP2,0.811784869
2080,IRN,SSP2,NA
2085,IRN,SSP2,NA
2090,IRN,SSP2,NA
2095,IRN,SSP2,NA
2010,IRQ,SSP2,0.591315003
2015,IRQ,SSP2,0.620937737
2020,IRQ,SSP2,0.664851705
2025,IRQ,SSP2,0.700582386
2030,IRQ,SSP2,0.725874031
2035,IRQ,SSP2,0.742980373
2040,IRQ,SSP2,0.755614185
2045,IRQ,SSP2,0.764130817
2050,IRQ,SSP2,0.770977971
2055,IRQ,SSP2,0.776148035
2060,IRQ,SSP2,0.780559661
2065,IRQ,SSP2,0.78482533
2070,IRQ,SSP2,0.789098669
2075,IRQ,SSP2,0.793501217
2080,IRQ,SSP2,NA
2085,IRQ,SSP2,NA
2090,IRQ,SSP2,NA
2095,IRQ,SSP2,NA
2010,ISL,SSP2,0.855447242
2015,ISL,SSP2,0.863244122
2020,ISL,SSP2,0.873890937
2025,ISL,SSP2,0.885776842
2030,ISL,SSP2,0.896160942
2035,ISL,SSP2,0.904475599
2040,ISL,SSP2,0.91210849
2045,ISL,SSP2,0.917790868
2050,ISL,SSP2,0.922509014
2055,ISL,SSP2,0.925148546
2060,ISL,SSP2,0.927273829
2065,ISL,SSP2,0.929422139
2070,ISL,SSP2,0.931497637
2075,ISL,SSP2,0.933478346
2080,ISL,SSP2,NA
2085,ISL,SSP2,NA
2090,ISL,SSP2,NA
2095,ISL,SSP2,NA
2010,ISR,SSP2,0.807181479
2015,ISR,SSP2,0.809696132
2020,ISR,SSP2,0.810320037
2025,ISR,SSP2,0.811332779
2030,ISR,SSP2,0.813481351
2035,ISR,SSP2,0.816404693
2040,ISR,SSP2,0.82044185
2045,ISR,SSP2,0.823581656
2050,ISR,SSP2,0.826271197
2055,ISR,SSP2,0.826711591
2060,ISR,SSP2,0.827262366
2065,ISR,SSP2,0.827739384
2070,ISR,SSP2,0.829274926
2075,ISR,SSP2,0.831011069
2080,ISR,SSP2,NA
2085,ISR,SSP2,NA
2090,ISR,SSP2,NA
2095,ISR,SSP2,NA
2010,ITA,SSP2,0.800654037
2015,ITA,SSP2,0.810280714
2020,ITA,SSP2,0.826339912
2025,ITA,SSP2,0.843663807
2030,ITA,SSP2,0.858712039
2035,ITA,SSP2,0.870271197
2040,ITA,SSP2,0.879689963
2045,ITA,SSP2,0.886193392
2050,ITA,SSP2,0.891121357
2055,ITA,SSP2,0.893623204
2060,ITA,SSP2,0.895576861
2065,ITA,SSP2,0.897622788
2070,ITA,SSP2,0.900025646
2075,ITA,SSP2,0.901980942
2080,ITA,SSP2,NA
2085,ITA,SSP2,NA
2090,ITA,SSP2,NA
2095,ITA,SSP2,NA
2010,JAM,SSP2,0.660091894
2015,JAM,SSP2,0.669949353
2020,JAM,SSP2,0.688473596
2025,JAM,SSP2,0.709230034
2030,JAM,SSP2,0.726090158
2035,JAM,SSP2,0.739206386
2040,JAM,SSP2,0.749027031
2045,JAM,SSP2,0.755719115
2050,JAM,SSP2,0.760794514
2055,JAM,SSP2,0.763786239
2060,JAM,SSP2,0.766237526
2065,JAM,SSP2,0.768757904
2070,JAM,SSP2,0.771634132
2075,JAM,SSP2,0.77505076
2080,JAM,SSP2,NA
2085,JAM,SSP2,NA
2090,JAM,SSP2,NA
2095,JAM,SSP2,NA
2010,JOR,SSP2,0.668253075
2015,JOR,SSP2,0.688456544
2020,JOR,SSP2,0.715201805
2025,JOR,SSP2,0.738597487
2030,JOR,SSP2,0.756579183
2035,JOR,SSP2,0.769680687
2040,JOR,SSP2,0.780555264
2045,JOR,SSP2,0.788098817
2050,JOR,SSP2,0.794019807
2055,JOR,SSP2,0.797702072
2060,JOR,SSP2,0.800537625
2065,JOR,SSP2,0.80324034
2070,JOR,SSP2,0.805713069
2075,JOR,SSP2,0.808035395
2080,JOR,SSP2,NA
2085,JOR,SSP2,NA
2090,JOR,SSP2,NA
2095,JOR,SSP2,NA
2010,JPN,SSP2,0.865650366
2015,JPN,SSP2,0.869576657
2020,JPN,SSP2,0.874678426
2025,JPN,SSP2,0.880787908
2030,JPN,SSP2,0.886581721
2035,JPN,SSP2,0.891492504
2040,JPN,SSP2,0.89611071
2045,JPN,SSP2,0.899040975
2050,JPN,SSP2,0.901246344
2055,JPN,SSP2,0.901404467
2060,JPN,SSP2,0.901077382
2065,JPN,SSP2,0.901169146
2070,JPN,SSP2,0.90166516
2075,JPN,SSP2,0.902467849
2080,JPN,SSP2,NA
2085,JPN,SSP2,NA
2090,JPN,SSP2,NA
2095,JPN,SSP2,NA
2010,KAZ,SSP2,0.691192047
2015,KAZ,SSP2,0.714829589
2020,KAZ,SSP2,0.734614159
2025,KAZ,SSP2,0.748357563
2030,KAZ,SSP2,0.756774939
2035,KAZ,SSP2,0.762752879
2040,KAZ,SSP2,0.768035913
2045,KAZ,SSP2,0.77187776
2050,KAZ,SSP2,0.775049709
2055,KAZ,SSP2,0.776656314
2060,KAZ,SSP2,0.778249055
2065,KAZ,SSP2,0.780140467
2070,KAZ,SSP2,0.782407888
2075,KAZ,SSP2,0.784896383
2080,KAZ,SSP2,NA
2085,KAZ,SSP2,NA
2090,KAZ,SSP2,NA
2095,KAZ,SSP2,NA
2010,KEN,SSP2,0.475578603
2015,KEN,SSP2,0.495951355
2020,KEN,SSP2,0.522566935
2025,KEN,SSP2,0.549274932
2030,KEN,SSP2,0.571970018
2035,KEN,SSP2,0.591082644
2040,KEN,SSP2,0.60741193
2045,KEN,SSP2,0.621822073
2050,KEN,SSP2,0.634687588
2055,KEN,SSP2,0.645213332
2060,KEN,SSP2,0.655077662
2065,KEN,SSP2,0.663772232
2070,KEN,SSP2,0.672405695
2075,KEN,SSP2,0.680162043
2080,KEN,SSP2,NA
2085,KEN,SSP2,NA
2090,KEN,SSP2,NA
2095,KEN,SSP2,NA
2010,KGZ,SSP2,0.569927277
2015,KGZ,SSP2,0.60473001
2020,KGZ,SSP2,0.662937638
2025,KGZ,SSP2,0.708256746
2030,KGZ,SSP2,0.735150885
2035,KGZ,SSP2,0.750388787
2040,KGZ,SSP2,0.759377735
2045,KGZ,SSP2,0.764668593
2050,KGZ,SSP2,0.76773111
2055,KGZ,SSP2,0.768836685
2060,KGZ,SSP2,0.769667876
2065,KGZ,SSP2,0.770897477
2070,KGZ,SSP2,0.772603853
2075,KGZ,SSP2,0.774687954
2080,KGZ,SSP2,NA
2085,KGZ,SSP2,NA
2090,KGZ,SSP2,NA
2095,KGZ,SSP2,NA
2010,KHM,SSP2,0.447998158
2015,KHM,SSP2,0.478937873
2020,KHM,SSP2,0.516227623
2025,KHM,SSP2,0.549578471
2030,KHM,SSP2,0.576476607
2035,KHM,SSP2,0.59822645
2040,KHM,SSP2,0.617027603
2045,KHM,SSP2,0.632947594
2050,KHM,SSP2,0.646468384
2055,KHM,SSP2,0.65714197
2060,KHM,SSP2,0.667133929
2065,KHM,SSP2,0.676767876
2070,KHM,SSP2,0.686828608
2075,KHM,SSP2,0.697054197
2080,KHM,SSP2,NA
2085,KHM,SSP2,NA
2090,KHM,SSP2,NA
2095,KHM,SSP2,NA
2010,KOR,SSP2,0.839897831
2015,KOR,SSP2,0.847367021
2020,KOR,SSP2,0.85285468
2025,KOR,SSP2,0.857873735
2030,KOR,SSP2,0.862402069
2035,KOR,SSP2,0.866281479
2040,KOR,SSP2,0.87067763
2045,KOR,SSP2,0.873355851
2050,KOR,SSP2,0.875375722
2055,KOR,SSP2,0.875580524
2060,KOR,SSP2,0.875430686
2065,KOR,SSP2,0.87549575
2070,KOR,SSP2,0.875836701
2075,KOR,SSP2,0.876627571
2080,KOR,SSP2,NA
2085,KOR,SSP2,NA
2090,KOR,SSP2,NA
2095,KOR,SSP2,NA
2010,KWT,SSP2,0.755234188
2015,KWT,SSP2,0.765349871
2020,KWT,SSP2,0.773423387
2025,KWT,SSP2,0.778038699
2030,KWT,SSP2,0.781331801
2035,KWT,SSP2,0.785694356
2040,KWT,SSP2,0.792341188
2045,KWT,SSP2,0.798711418
2050,KWT,SSP2,0.805441622
2055,KWT,SSP2,0.811287996
2060,KWT,SSP2,0.816295523
2065,KWT,SSP2,0.820814832
2070,KWT,SSP2,0.824958217
2075,KWT,SSP2,0.828955598
2080,KWT,SSP2,NA
2085,KWT,SSP2,NA
2090,KWT,SSP2,NA
2095,KWT,SSP2,NA
2010,LAO,SSP2,0.484377229
2015,LAO,SSP2,0.506765805
2020,LAO,SSP2,0.526592736
2025,LAO,SSP2,0.540040485
2030,LAO,SSP2,0.551385207
2035,LAO,SSP2,0.562397858
2040,LAO,SSP2,0.573649043
2045,LAO,SSP2,0.583596116
2050,LAO,SSP2,0.59336924
2055,LAO,SSP2,0.601893289
2060,LAO,SSP2,0.610093819
2065,LAO,SSP2,0.61847662
2070,LAO,SSP2,0.627154911
2075,LAO,SSP2,0.636029438
2080,LAO,SSP2,NA
2085,LAO,SSP2,NA
2090,LAO,SSP2,NA
2095,LAO,SSP2,NA
2010,LBN,SSP2,0.702866256
2015,LBN,SSP2,0.721396268
2020,LBN,SSP2,0.739210268
2025,LBN,SSP2,0.752012174
2030,LBN,SSP2,0.76239761
2035,LBN,SSP2,0.772097066
2040,LBN,SSP2,0.781962788
2045,LBN,SSP2,0.79031769
2050,LBN,SSP2,0.797397526
2055,LBN,SSP2,0.802009016
2060,LBN,SSP2,0.805381117
2065,LBN,SSP2,0.808571261
2070,LBN,SSP2,0.811882255
2075,LBN,SSP2,0.815485956
2080,LBN,SSP2,NA
2085,LBN,SSP2,NA
2090,LBN,SSP2,NA
2095,LBN,SSP2,NA
2010,LBR,SSP2,0.242172639
2015,LBR,SSP2,0.267663508
2020,LBR,SSP2,0.308484245
2025,LBR,SSP2,0.345327206
2030,LBR,SSP2,0.377177804
2035,LBR,SSP2,0.407757816
2040,LBR,SSP2,0.436421848
2045,LBR,SSP2,0.463499136
2050,LBR,SSP2,0.488449356
2055,LBR,SSP2,0.510922621
2060,LBR,SSP2,0.531741908
2065,LBR,SSP2,0.551494466
2070,LBR,SSP2,0.570304601
2075,LBR,SSP2,0.588474457
2080,LBR,SSP2,NA
2085,LBR,SSP2,NA
2090,LBR,SSP2,NA
2095,LBR,SSP2,NA
2010,LCA,SSP2,0.689895073
2015,LCA,SSP2,0.699875243
2020,LCA,SSP2,0.710253655
2025,LCA,SSP2,0.720786311
2030,LCA,SSP2,0.730175224
2035,LCA,SSP2,0.738843855
2040,LCA,SSP2,0.747837987
2045,LCA,SSP2,0.755567687
2050,LCA,SSP2,0.76316455
2055,LCA,SSP2,0.769040008
2060,LCA,SSP2,0.774099551
2065,LCA,SSP2,0.778502481
2070,LCA,SSP2,0.782615332
2075,LCA,SSP2,0.786851437
2080,LCA,SSP2,NA
2085,LCA,SSP2,NA
2090,LCA,SSP2,NA
2095,LCA,SSP2,NA
2010,LSO,SSP2,0.427181734
2015,LSO,SSP2,0.440979078
2020,LSO,SSP2,0.453830316
2025,LSO,SSP2,0.4670036
2030,LSO,SSP2,0.48257413
2035,LSO,SSP2,0.499157654
2040,LSO,SSP2,0.516697672
2045,LSO,SSP2,0.533528531
2050,LSO,SSP2,0.550356156
2055,LSO,SSP2,0.565527753
2060,LSO,SSP2,0.580634172
2065,LSO,SSP2,0.595011453
2070,LSO,SSP2,0.609119662
2075,LSO,SSP2,0.622630502
2080,LSO,SSP2,NA
2085,LSO,SSP2,NA
2090,LSO,SSP2,NA
2095,LSO,SSP2,NA
2010,LTU,SSP2,0.773138483
2015,LTU,SSP2,0.789270992
2020,LTU,SSP2,0.804704724
2025,LTU,SSP2,0.817574139
2030,LTU,SSP2,0.826019398
2035,LTU,SSP2,0.830538038
2040,LTU,SSP2,0.8343722
2045,LTU,SSP2,0.836088989
2050,LTU,SSP2,0.83714929
2055,LTU,SSP2,0.836648943
2060,LTU,SSP2,0.836350577
2065,LTU,SSP2,0.836569398
2070,LTU,SSP2,0.837478268
2075,LTU,SSP2,0.838835243
2080,LTU,SSP2,NA
2085,LTU,SSP2,NA
2090,LTU,SSP2,NA
2095,LTU,SSP2,NA
2010,LUX,SSP2,0.848617407
2015,LUX,SSP2,0.861723103
2020,LUX,SSP2,0.876942229
2025,LUX,SSP2,0.889165633
2030,LUX,SSP2,0.899230832
2035,LUX,SSP2,0.907040514
2040,LUX,SSP2,0.914277583
2045,LUX,SSP2,0.919636004
2050,LUX,SSP2,0.923828229
2055,LUX,SSP2,0.925890688
2060,LUX,SSP2,0.927235377
2065,LUX,SSP2,0.928517322
2070,LUX,SSP2,0.929618679
2075,LUX,SSP2,0.930757392
2080,LUX,SSP2,NA
2085,LUX,SSP2,NA
2090,LUX,SSP2,NA
2095,LUX,SSP2,NA
2010,LVA,SSP2,0.759837638
2015,LVA,SSP2,0.77367465
2020,LVA,SSP2,0.78937058
2025,LVA,SSP2,0.803277388
2030,LVA,SSP2,0.81250777
2035,LVA,SSP2,0.818816935
2040,LVA,SSP2,0.823428337
2045,LVA,SSP2,0.826180282
2050,LVA,SSP2,0.828075576
2055,LVA,SSP2,0.828360517
2060,LVA,SSP2,0.828616724
2065,LVA,SSP2,0.829456816
2070,LVA,SSP2,0.830850404
2075,LVA,SSP2,0.832708767
2080,LVA,SSP2,NA
2085,LVA,SSP2,NA
2090,LVA,SSP2,NA
2095,LVA,SSP2,NA
2010,MAR,SSP2,0.529307168
2015,MAR,SSP2,0.554431621
2020,MAR,SSP2,0.577421294
2025,MAR,SSP2,0.598418483
2030,MAR,SSP2,0.618615676
2035,MAR,SSP2,0.637810312
2040,MAR,SSP2,0.656486916
2045,MAR,SSP2,0.673332511
2050,MAR,SSP2,0.688946065
2055,MAR,SSP2,0.702190875
2060,MAR,SSP2,0.714368775
2065,MAR,SSP2,0.726759028
2070,MAR,SSP2,0.738848095
2075,MAR,SSP2,0.750082055
2080,MAR,SSP2,NA
2085,MAR,SSP2,NA
2090,MAR,SSP2,NA
2095,MAR,SSP2,NA
2010,MDA,SSP2,0.612448255
2015,MDA,SSP2,0.642946038
2020,MDA,SSP2,0.692213436
2025,MDA,SSP2,0.732159795
2030,MDA,SSP2,0.756844219
2035,MDA,SSP2,0.770771617
2040,MDA,SSP2,0.78003734
2045,MDA,SSP2,0.784891169
2050,MDA,SSP2,0.787969103
2055,MDA,SSP2,0.788987085
2060,MDA,SSP2,0.789807814
2065,MDA,SSP2,0.791163133
2070,MDA,SSP2,0.793137885
2075,MDA,SSP2,0.79563554
2080,MDA,SSP2,NA
2085,MDA,SSP2,NA
2090,MDA,SSP2,NA
2095,MDA,SSP2,NA
2010,MDG,SSP2,0.369131451
2015,MDG,SSP2,0.381701145
2020,MDG,SSP2,0.400261132
2025,MDG,SSP2,0.418725789
2030,MDG,SSP2,0.43576445
2035,MDG,SSP2,0.451584178
2040,MDG,SSP2,0.466727424
2045,MDG,SSP2,0.481070986
2050,MDG,SSP2,0.495663005
2055,MDG,SSP2,0.508943655
2060,MDG,SSP2,0.522382135
2065,MDG,SSP2,0.535585688
2070,MDG,SSP2,0.549361375
2075,MDG,SSP2,0.563092381
2080,MDG,SSP2,NA
2085,MDG,SSP2,NA
2090,MDG,SSP2,NA
2095,MDG,SSP2,NA
2010,MDV,SSP2,0.61897067
2015,MDV,SSP2,0.645007044
2020,MDV,SSP2,0.666363206
2025,MDV,SSP2,0.683742104
2030,MDV,SSP2,0.698657195
2035,MDV,SSP2,0.712475227
2040,MDV,SSP2,0.725791461
2045,MDV,SSP2,0.738602533
2050,MDV,SSP2,0.750351684
2055,MDV,SSP2,0.759866641
2060,MDV,SSP2,0.768060771
2065,MDV,SSP2,0.776297276
2070,MDV,SSP2,0.784281263
2075,MDV,SSP2,0.79290166
2080,MDV,SSP2,NA
2085,MDV,SSP2,NA
2090,MDV,SSP2,NA
2095,MDV,SSP2,NA
2010,MEX,SSP2,0.705090307
2015,MEX,SSP2,0.718900083
2020,MEX,SSP2,0.734439532
2025,MEX,SSP2,0.751154146
2030,MEX,SSP2,0.765558586
2035,MEX,SSP2,0.777345319
2040,MEX,SSP2,0.788773326
2045,MEX,SSP2,0.798779636
2050,MEX,SSP2,0.807457468
2055,MEX,SSP2,0.81334643
2060,MEX,SSP2,0.818525241
2065,MEX,SSP2,0.822819536
2070,MEX,SSP2,0.827398838
2075,MEX,SSP2,0.831745162
2080,MEX,SSP2,NA
2085,MEX,SSP2,NA
2090,MEX,SSP2,NA
2095,MEX,SSP2,NA
2010,MKD,SSP2,0.705316581
2015,MKD,SSP2,0.722523129
2020,MKD,SSP2,0.747938054
2025,MKD,SSP2,0.770603011
2030,MKD,SSP2,0.788076316
2035,MKD,SSP2,0.801238231
2040,MKD,SSP2,0.812129888
2045,MKD,SSP2,0.819822531
2050,MKD,SSP2,0.825680891
2055,MKD,SSP2,0.82930814
2060,MKD,SSP2,0.832342457
2065,MKD,SSP2,0.835220432
2070,MKD,SSP2,0.83875301
2075,MKD,SSP2,0.842362951
2080,MKD,SSP2,NA
2085,MKD,SSP2,NA
2090,MKD,SSP2,NA
2095,MKD,SSP2,NA
2010,MLI,SSP2,0.252437296
2015,MLI,SSP2,0.274887401
2020,MLI,SSP2,0.299969207
2025,MLI,SSP2,0.328043802
2030,MLI,SSP2,0.357167449
2035,MLI,SSP2,0.385483981
2040,MLI,SSP2,0.41243879
2045,MLI,SSP2,0.437553069
2050,MLI,SSP2,0.461105826
2055,MLI,SSP2,0.482622384
2060,MLI,SSP2,0.502303907
2065,MLI,SSP2,0.521298458
2070,MLI,SSP2,0.539497618
2075,MLI,SSP2,0.556484386
2080,MLI,SSP2,NA
2085,MLI,SSP2,NA
2090,MLI,SSP2,NA
2095,MLI,SSP2,NA
2010,MLT,SSP2,0.787100472
2015,MLT,SSP2,0.802665929
2020,MLT,SSP2,0.821743122
2025,MLT,SSP2,0.840017608
2030,MLT,SSP2,0.855576903
2035,MLT,SSP2,0.867890439
2040,MLT,SSP2,0.879010251
2045,MLT,SSP2,0.887354924
2050,MLT,SSP2,0.894024252
2055,MLT,SSP2,0.897815724
2060,MLT,SSP2,0.900424568
2065,MLT,SSP2,0.902730808
2070,MLT,SSP2,0.904926942
2075,MLT,SSP2,0.907236502
2080,MLT,SSP2,NA
2085,MLT,SSP2,NA
2090,MLT,SSP2,NA
2095,MLT,SSP2,NA
2010,MNG,SSP2,0.604714077
2015,MNG,SSP2,0.617391136
2020,MNG,SSP2,0.634694036
2025,MNG,SSP2,0.648711567
2030,MNG,SSP2,0.659988764
2035,MNG,SSP2,0.669598387
2040,MNG,SSP2,0.678260774
2045,MNG,SSP2,0.685992044
2050,MNG,SSP2,0.692995506
2055,MNG,SSP2,0.698311596
2060,MNG,SSP2,0.703003444
2065,MNG,SSP2,0.707667722
2070,MNG,SSP2,0.712231598
2075,MNG,SSP2,0.716765638
2080,MNG,SSP2,NA
2085,MNG,SSP2,NA
2090,MNG,SSP2,NA
2095,MNG,SSP2,NA
2010,MOZ,SSP2,0.283301941
2015,MOZ,SSP2,0.316346476
2020,MOZ,SSP2,0.347736571
2025,MOZ,SSP2,0.37623965
2030,MOZ,SSP2,0.402127419
2035,MOZ,SSP2,0.4261398
2040,MOZ,SSP2,0.449167229
2045,MOZ,SSP2,0.471470569
2050,MOZ,SSP2,0.492858336
