year,countrycode,scenario,hdi.proj
2025,TJK,SSP4,0.671446091
2030,TJK,SSP4,0.691104877
2035,TJK,SSP4,0.700666291
2040,TJK,SSP4,0.705422474
2045,TJK,SSP4,0.707845606
2050,TJK,SSP4,0.709766624
2055,TJK,SSP4,0.711137143
2060,TJK,SSP4,0.711022064
2065,TJK,SSP4,0.711933553
2070,TJK,SSP4,0.713071294
2075,TJK,SSP4,0.714904118
2080,TJK,SSP4,NA
2085,TJK,SSP4,NA
2090,TJK,SSP4,NA
2095,TJK,SSP4,NA
2010,TKM,SSP4,0.631273914
2015,TKM,SSP4,0.645996024
2020,TKM,SSP4,0.668382178
2025,TKM,SSP4,0.682772348
2030,TKM,SSP4,0.69117611
2035,TKM,SSP4,0.696774836
2040,TKM,SSP4,0.700485872
2045,TKM,SSP4,0.703642617
2050,TKM,SSP4,0.706618379
2055,TKM,SSP4,0.709491707
2060,TKM,SSP4,0.711022978
2065,TKM,SSP4,0.712997433
2070,TKM,SSP4,0.715481217
2075,TKM,SSP4,0.718468385
2080,TKM,SSP4,NA
2085,TKM,SSP4,NA
2090,TKM,SSP4,NA
2095,TKM,SSP4,NA
2010,TLS,SSP4,0.49303299
2015,TLS,SSP4,0.514785227
2020,TLS,SSP4,0.545088295
2025,TLS,SSP4,0.568544084
2030,TLS,SSP4,0.584842477
2035,TLS,SSP4,0.595328938
2040,TLS,SSP4,0.604599488
2045,TLS,SSP4,0.610705073
2050,TLS,SSP4,0.615681952
2055,TLS,SSP4,0.618932142
2060,TLS,SSP4,0.621657702
2065,TLS,SSP4,0.624819652
2070,TLS,SSP4,0.626681929
2075,TLS,SSP4,0.627800032
2080,TLS,SSP4,NA
2085,TLS,SSP4,NA
2090,TLS,SSP4,NA
2095,TLS,SSP4,NA
2010,TON,SSP4,0.629743476
2015,TON,SSP4,0.633462072
2020,TON,SSP4,0.636486393
2025,TON,SSP4,0.640673397
2030,TON,SSP4,0.646483138
2035,TON,SSP4,0.652970133
2040,TON,SSP4,0.659129013
2045,TON,SSP4,0.664615122
2050,TON,SSP4,0.669478368
2055,TON,SSP4,0.673807326
2060,TON,SSP4,0.676438884
2065,TON,SSP4,0.679032586
2070,TON,SSP4,0.68168954
2075,TON,SSP4,0.684565492
2080,TON,SSP4,NA
2085,TON,SSP4,NA
2090,TON,SSP4,NA
2095,TON,SSP4,NA
2010,TTO,SSP4,0.705035412
2015,TTO,SSP4,0.713907107
2020,TTO,SSP4,0.710933738
2025,TTO,SSP4,0.702570196
2030,TTO,SSP4,0.697122017
2035,TTO,SSP4,0.695922817
2040,TTO,SSP4,0.699316256
2045,TTO,SSP4,0.704136077
2050,TTO,SSP4,0.708811439
2055,TTO,SSP4,0.712892815
2060,TTO,SSP4,0.715301903
2065,TTO,SSP4,0.71764281
2070,TTO,SSP4,0.720103717
2075,TTO,SSP4,0.722979358
2080,TTO,SSP4,NA
2085,TTO,SSP4,NA
2090,TTO,SSP4,NA
2095,TTO,SSP4,NA
2010,TUN,SSP4,0.648978334
2015,TUN,SSP4,0.670432092
2020,TUN,SSP4,0.688898365
2025,TUN,SSP4,0.700691922
2030,TUN,SSP4,0.712295747
2035,TUN,SSP4,0.72488113
2040,TUN,SSP4,0.738815725
2045,TUN,SSP4,0.752976472
2050,TUN,SSP4,0.766169221
2055,TUN,SSP4,0.777345265
2060,TUN,SSP4,0.784807942
2065,TUN,SSP4,0.790751273
2070,TUN,SSP4,0.795729191
2075,TUN,SSP4,0.800091104
2080,TUN,SSP4,NA
2085,TUN,SSP4,NA
2090,TUN,SSP4,NA
2095,TUN,SSP4,NA
2010,TUR,SSP4,0.633548015
2015,TUR,SSP4,0.639214175
2020,TUR,SSP4,0.646472238
2025,TUR,SSP4,0.653094284
2030,TUR,SSP4,0.658590891
2035,TUR,SSP4,0.663914334
2040,TUR,SSP4,0.668867382
2045,TUR,SSP4,0.673405743
2050,TUR,SSP4,0.677476826
2055,TUR,SSP4,0.680732286
2060,TUR,SSP4,0.682582403
2065,TUR,SSP4,0.684317013
2070,TUR,SSP4,0.685954547
2075,TUR,SSP4,0.687615925
2080,TUR,SSP4,NA
2085,TUR,SSP4,NA
2090,TUR,SSP4,NA
2095,TUR,SSP4,NA
2010,TZA,SSP4,0.412083549
2015,TZA,SSP4,0.411488397
2020,TZA,SSP4,0.415306119
2025,TZA,SSP4,0.415208791
2030,TZA,SSP4,0.415695965
2035,TZA,SSP4,0.416068038
2040,TZA,SSP4,0.417187431
2045,TZA,SSP4,0.418482825
2050,TZA,SSP4,0.42242785
2055,TZA,SSP4,0.426218032
2060,TZA,SSP4,0.428833532
2065,TZA,SSP4,0.432777491
2070,TZA,SSP4,0.434898133
2075,TZA,SSP4,0.43866439
2080,TZA,SSP4,NA
2085,TZA,SSP4,NA
2090,TZA,SSP4,NA
2095,TZA,SSP4,NA
2010,UGA,SSP4,0.368488274
2015,UGA,SSP4,0.364629722
2020,UGA,SSP4,0.365687397
2025,UGA,SSP4,0.366747078
2030,UGA,SSP4,0.368715512
2035,UGA,SSP4,0.371032925
2040,UGA,SSP4,0.373847299
2045,UGA,SSP4,0.376601071
2050,UGA,SSP4,0.381481794
2055,UGA,SSP4,0.385530839
2060,UGA,SSP4,0.389701745
2065,UGA,SSP4,0.392927301
2070,UGA,SSP4,0.397962455
2075,UGA,SSP4,0.400270058
2080,UGA,SSP4,NA
2085,UGA,SSP4,NA
2090,UGA,SSP4,NA
2095,UGA,SSP4,NA
2010,UKR,SSP4,0.639126412
2015,UKR,SSP4,0.656970314
2020,UKR,SSP4,0.682400458
2025,UKR,SSP4,0.704699519
2030,UKR,SSP4,0.719006466
2035,UKR,SSP4,0.727736612
2040,UKR,SSP4,0.734156824
2045,UKR,SSP4,0.739241113
2050,UKR,SSP4,0.743919803
2055,UKR,SSP4,0.74838989
2060,UKR,SSP4,0.750791356
2065,UKR,SSP4,0.75409685
2070,UKR,SSP4,0.757147934
2075,UKR,SSP4,0.761057317
2080,UKR,SSP4,NA
2085,UKR,SSP4,NA
2090,UKR,SSP4,NA
2095,UKR,SSP4,NA
2010,URY,SSP4,0.6822553
2015,URY,SSP4,0.693459804
2020,URY,SSP4,0.70665764
2025,URY,SSP4,0.714943188
2030,URY,SSP4,0.721538002
2035,URY,SSP4,0.726453236
2040,URY,SSP4,0.730857908
2045,URY,SSP4,0.734702635
2050,URY,SSP4,0.73857645
2055,URY,SSP4,0.741569991
2060,URY,SSP4,0.74254782
2065,URY,SSP4,0.743414513
2070,URY,SSP4,0.744212628
2075,URY,SSP4,0.745307713
2080,URY,SSP4,NA
2085,URY,SSP4,NA
2090,URY,SSP4,NA
2095,URY,SSP4,NA
2010,USA,SSP4,0.833329392
2015,USA,SSP4,0.833603477
2020,USA,SSP4,0.835863915
2025,USA,SSP4,0.838653005
2030,USA,SSP4,0.8417706
2035,USA,SSP4,0.844448245
2040,USA,SSP4,0.846969704
2045,USA,SSP4,0.849813079
2050,USA,SSP4,0.852753919
2055,USA,SSP4,0.855361487
2060,USA,SSP4,0.856514078
2065,USA,SSP4,0.857225347
2070,USA,SSP4,0.858283001
2075,USA,SSP4,0.859113889
2080,USA,SSP4,NA
2085,USA,SSP4,NA
2090,USA,SSP4,NA
2095,USA,SSP4,NA
2010,VCT,SSP4,0.666450975
2015,VCT,SSP4,0.679882607
2020,VCT,SSP4,0.693632498
2025,VCT,SSP4,0.700293825
2030,VCT,SSP4,0.704246649
2035,VCT,SSP4,0.706863071
2040,VCT,SSP4,0.709923785
2045,VCT,SSP4,0.713253029
2050,VCT,SSP4,0.716008895
2055,VCT,SSP4,0.718170414
2060,VCT,SSP4,0.718478534
2065,VCT,SSP4,0.718583763
2070,VCT,SSP4,0.71879591
2075,VCT,SSP4,0.719427439
2080,VCT,SSP4,NA
2085,VCT,SSP4,NA
2090,VCT,SSP4,NA
2095,VCT,SSP4,NA
2010,VEN,SSP4,0.663823995
2015,VEN,SSP4,0.671158759
2020,VEN,SSP4,0.683064601
2025,VEN,SSP4,0.693177463
2030,VEN,SSP4,0.70074998
2035,VEN,SSP4,0.705691248
2040,VEN,SSP4,0.709644437
2045,VEN,SSP4,0.712155058
2050,VEN,SSP4,0.71389743
2055,VEN,SSP4,0.71505996
2060,VEN,SSP4,0.714555353
2065,VEN,SSP4,0.714295936
2070,VEN,SSP4,0.714125302
2075,VEN,SSP4,0.714187874
2080,VEN,SSP4,NA
2085,VEN,SSP4,NA
2090,VEN,SSP4,NA
2095,VEN,SSP4,NA
2010,VNM,SSP4,0.565067114
2015,VNM,SSP4,0.590204076
2020,VNM,SSP4,0.622132031
2025,VNM,SSP4,0.644201543
2030,VNM,SSP4,0.658754606
2035,VNM,SSP4,0.667769573
2040,VNM,SSP4,0.673869048
2045,VNM,SSP4,0.679130645
2050,VNM,SSP4,0.684784049
2055,VNM,SSP4,0.690548669
2060,VNM,SSP4,0.694713638
2065,VNM,SSP4,0.698571713
2070,VNM,SSP4,0.702588908
2075,VNM,SSP4,0.706245957
2080,VNM,SSP4,NA
2085,VNM,SSP4,NA
2090,VNM,SSP4,NA
2095,VNM,SSP4,NA
2010,VUT,SSP4,0.53004075
2015,VUT,SSP4,0.536277685
2020,VUT,SSP4,0.547856443
2025,VUT,SSP4,0.554863727
2030,VUT,SSP4,0.559751956
2035,VUT,SSP4,0.564191633
2040,VUT,SSP4,0.567280588
2045,VUT,SSP4,0.569624737
2050,VUT,SSP4,0.57222628
2055,VUT,SSP4,0.573876577
2060,VUT,SSP4,0.574591919
2065,VUT,SSP4,0.575387981
2070,VUT,SSP4,0.575951588
2075,VUT,SSP4,0.576714864
2080,VUT,SSP4,NA
2085,VUT,SSP4,NA
2090,VUT,SSP4,NA
2095,VUT,SSP4,NA
2010,WSM,SSP4,0.611322614
2015,WSM,SSP4,0.616033363
2020,WSM,SSP4,0.624292044
2025,WSM,SSP4,0.632709119
2030,WSM,SSP4,0.639828273
2035,WSM,SSP4,0.646243046
2040,WSM,SSP4,0.652341803
2045,WSM,SSP4,0.657816332
2050,WSM,SSP4,0.662610514
2055,WSM,SSP4,0.666415236
2060,WSM,SSP4,0.668194342
2065,WSM,SSP4,0.669513833
2070,WSM,SSP4,0.671172185
2075,WSM,SSP4,0.67357871
2080,WSM,SSP4,NA
2085,WSM,SSP4,NA
2090,WSM,SSP4,NA
2095,WSM,SSP4,NA
2010,ZAF,SSP4,0.564464189
2015,ZAF,SSP4,0.579645651
2020,ZAF,SSP4,0.59213019
2025,ZAF,SSP4,0.600127215
2030,ZAF,SSP4,0.60725613
2035,ZAF,SSP4,0.614712422
2040,ZAF,SSP4,0.62315167
2045,ZAF,SSP4,0.631334957
2050,ZAF,SSP4,0.639560761
2055,ZAF,SSP4,0.647323868
2060,ZAF,SSP4,0.653308917
2065,ZAF,SSP4,0.658901429
2070,ZAF,SSP4,0.664800118
2075,ZAF,SSP4,0.670656077
2080,ZAF,SSP4,NA
2085,ZAF,SSP4,NA
2090,ZAF,SSP4,NA
2095,ZAF,SSP4,NA
2010,ZMB,SSP4,0.391669169
2015,ZMB,SSP4,0.388146686
2020,ZMB,SSP4,0.388619656
2025,ZMB,SSP4,0.3890055
2030,ZMB,SSP4,0.388292377
2035,ZMB,SSP4,0.390992572
2040,ZMB,SSP4,0.393133115
2045,ZMB,SSP4,0.394845603
2050,ZMB,SSP4,0.401146907
2055,ZMB,SSP4,0.408819511
2060,ZMB,SSP4,0.414649612
2065,ZMB,SSP4,0.421816077
2070,ZMB,SSP4,0.429986217
2075,ZMB,SSP4,0.434824494
2080,ZMB,SSP4,NA
2085,ZMB,SSP4,NA
2090,ZMB,SSP4,NA
2095,ZMB,SSP4,NA
2010,ZWE,SSP4,0.347178628
2015,ZWE,SSP4,0.341799032
2020,ZWE,SSP4,0.353466516
2025,ZWE,SSP4,0.37667889
2030,ZWE,SSP4,0.402622594
2035,ZWE,SSP4,0.427712272
2040,ZWE,SSP4,0.448242719
2045,ZWE,SSP4,0.465714136
2050,ZWE,SSP4,0.480805582
2055,ZWE,SSP4,0.495052068
2060,ZWE,SSP4,0.50747521
2065,ZWE,SSP4,0.520388766
2070,ZWE,SSP4,0.532858302
2075,ZWE,SSP4,0.545115845
2080,ZWE,SSP4,NA
2085,ZWE,SSP4,NA
2090,ZWE,SSP4,NA
2095,ZWE,SSP4,NA
2010,ARG,SSP5,0.735621321
2015,ARG,SSP5,0.750202316
2020,ARG,SSP5,0.767850908
2025,ARG,SSP5,0.78304173
2030,ARG,SSP5,0.79605605
2035,ARG,SSP5,0.807316389
2040,ARG,SSP5,0.817972424
2045,ARG,SSP5,0.827110046
2050,ARG,SSP5,0.828515931
2055,ARG,SSP5,0.828476899
2060,ARG,SSP5,0.829649175
2065,ARG,SSP5,0.831875963
2070,ARG,SSP5,0.834354022
2075,ARG,SSP5,0.836391314
2080,ARG,SSP5,NA
2085,ARG,SSP5,NA
2090,ARG,SSP5,NA
2095,ARG,SSP5,NA
2010,ARM,SSP5,0.668423693
2015,ARM,SSP5,0.691992473
2020,ARM,SSP5,0.725917114
2025,ARM,SSP5,0.753252451
2030,ARM,SSP5,0.770578655
2035,ARM,SSP5,0.780462696
2040,ARM,SSP5,0.786889333
2045,ARM,SSP5,0.790980348
2050,ARM,SSP5,0.788153425
2055,ARM,SSP5,0.784848498
2060,ARM,SSP5,0.783470558
2065,ARM,SSP5,0.783604513
2070,ARM,SSP5,0.784435763
2075,ARM,SSP5,0.785265429
2080,ARM,SSP5,NA
2085,ARM,SSP5,NA
2090,ARM,SSP5,NA
2095,ARM,SSP5,NA
2010,AUS,SSP5,0.862292579
2015,AUS,SSP5,0.872153406
2020,AUS,SSP5,0.885040523
2025,AUS,SSP5,0.897372976
2030,AUS,SSP5,0.908162495
2035,AUS,SSP5,0.916584532
2040,AUS,SSP5,0.923793973
2045,AUS,SSP5,0.928948056
2050,AUS,SSP5,0.925275208
2055,AUS,SSP5,0.919845162
2060,AUS,SSP5,0.915824931
2065,AUS,SSP5,0.913174481
2070,AUS,SSP5,0.911179061
2075,AUS,SSP5,0.908800796
2080,AUS,SSP5,NA
2085,AUS,SSP5,NA
2090,AUS,SSP5,NA
2095,AUS,SSP5,NA
2010,AUT,SSP5,0.847182119
2015,AUT,SSP5,0.853080432
2020,AUT,SSP5,0.859174467
2025,AUT,SSP5,0.865224379
2030,AUT,SSP5,0.871823337
2035,AUT,SSP5,0.878055941
2040,AUT,SSP5,0.884784985
2045,AUT,SSP5,0.890032264
2050,AUT,SSP5,0.887021499
2055,AUT,SSP5,0.882470212
2060,AUT,SSP5,0.879496887
2065,AUT,SSP5,0.878178067
2070,AUT,SSP5,0.877592117
2075,AUT,SSP5,0.87654623
2080,AUT,SSP5,NA
2085,AUT,SSP5,NA
2090,AUT,SSP5,NA
2095,AUT,SSP5,NA
2010,AZE,SSP5,0.676173142
2015,AZE,SSP5,0.715562426
2020,AZE,SSP5,0.74672496
2025,AZE,SSP5,0.75847915
2030,AZE,SSP5,0.764869749
2035,AZE,SSP5,0.770107957
2040,AZE,SSP5,0.776635082
2045,AZE,SSP5,0.782684099
2050,AZE,SSP5,0.782035777
2055,AZE,SSP5,0.779631282
2060,AZE,SSP5,0.778301019
2065,AZE,SSP5,0.777668474
2070,AZE,SSP5,0.777204959
2075,AZE,SSP5,0.776190356
2080,AZE,SSP5,NA
2085,AZE,SSP5,NA
2090,AZE,SSP5,NA
2095,AZE,SSP5,NA
2010,BDI,SSP5,0.292754385
2015,BDI,SSP5,0.327181091
2020,BDI,SSP5,0.374498453
2025,BDI,SSP5,0.416429912
2030,BDI,SSP5,0.45460256
2035,BDI,SSP5,0.489520038
2040,BDI,SSP5,0.522032092
2045,BDI,SSP5,0.553441376
2050,BDI,SSP5,0.578715924
2055,BDI,SSP5,0.601913241
2060,BDI,SSP5,0.624935213
2065,BDI,SSP5,0.647352337
2070,BDI,SSP5,0.668158285
2075,BDI,SSP5,0.686285884
2080,BDI,SSP5,NA
2085,BDI,SSP5,NA
2090,BDI,SSP5,NA
2095,BDI,SSP5,NA
2010,BEL,SSP5,0.842620044
2015,BEL,SSP5,0.85239212
2020,BEL,SSP5,0.867123844
2025,BEL,SSP5,0.882183486
2030,BEL,SSP5,0.895328269
2035,BEL,SSP5,0.905206114
2040,BEL,SSP5,0.913361888
2045,BEL,SSP5,0.918965687
2050,BEL,SSP5,0.915593981
2055,BEL,SSP5,0.910394932
2060,BEL,SSP5,0.906420356
2065,BEL,SSP5,0.903948536
2070,BEL,SSP5,0.902026156
2075,BEL,SSP5,0.899742075
2080,BEL,SSP5,NA
2085,BEL,SSP5,NA
2090,BEL,SSP5,NA
2095,BEL,SSP5,NA
2010,BEN,SSP5,0.384003766
2015,BEN,SSP5,0.414552136
2020,BEN,SSP5,0.451093035
2025,BEN,SSP5,0.486047846
2030,BEN,SSP5,0.522368432
2035,BEN,SSP5,0.556975803
2040,BEN,SSP5,0.590008253
2045,BEN,SSP5,0.620579406
2050,BEN,SSP5,0.642568748
2055,BEN,SSP5,0.660969307
2060,BEN,SSP5,0.678211616
2065,BEN,SSP5,0.694513866
2070,BEN,SSP5,0.70928334
2075,BEN,SSP5,0.721948578
2080,BEN,SSP5,NA
2085,BEN,SSP5,NA
2090,BEN,SSP5,NA
2095,BEN,SSP5,NA
2010,BFA,SSP5,0.326659014
2015,BFA,SSP5,0.359775978
2020,BFA,SSP5,0.396215536
2025,BFA,SSP5,0.430693967
2030,BFA,SSP5,0.467173669
2035,BFA,SSP5,0.503546812
2040,BFA,SSP5,0.539156091
2045,BFA,SSP5,0.572860681
2050,BFA,SSP5,0.597509883
2055,BFA,SSP5,0.619231055
2060,BFA,SSP5,0.640653629
2065,BFA,SSP5,0.661897349
2070,BFA,SSP5,0.681736143
2075,BFA,SSP5,0.699176558
2080,BFA,SSP5,NA
2085,BFA,SSP5,NA
2090,BFA,SSP5,NA
2095,BFA,SSP5,NA
2010,BGD,SSP5,0.485696516
2015,BGD,SSP5,0.510437895
2020,BGD,SSP5,0.540344415
2025,BGD,SSP5,0.569445251
2030,BGD,SSP5,0.597232621
2035,BGD,SSP5,0.623845307
2040,BGD,SSP5,0.649579461
2045,BGD,SSP5,0.673062734
2050,BGD,SSP5,0.689132302
2055,BGD,SSP5,0.702435703
2060,BGD,SSP5,0.716465341
2065,BGD,SSP5,0.730396729
2070,BGD,SSP5,0.742771141
2075,BGD,SSP5,0.75245506
2080,BGD,SSP5,NA
2085,BGD,SSP5,NA
2090,BGD,SSP5,NA
2095,BGD,SSP5,NA
2010,BGR,SSP5,0.729397346
2015,BGR,SSP5,0.744500411
2020,BGR,SSP5,0.761246262
2025,BGR,SSP5,0.775422533
2030,BGR,SSP5,0.787295435
2035,BGR,SSP5,0.79705418
2040,BGR,SSP5,0.805878213
2045,BGR,SSP5,0.812651116
2050,BGR,SSP5,0.811806789
2055,BGR,SSP5,0.809901967
2060,BGR,SSP5,0.809912277
2065,BGR,SSP5,0.811852269
2070,BGR,SSP5,0.814626994
2075,BGR,SSP5,0.817113147
2080,BGR,SSP5,NA
2085,BGR,SSP5,NA
2090,BGR,SSP5,NA
2095,BGR,SSP5,NA
2010,BHR,SSP5,0.749727823
2015,BHR,SSP5,0.767058957
2020,BHR,SSP5,0.788166459
2025,BHR,SSP5,0.802516345
2030,BHR,SSP5,0.815185812
2035,BHR,SSP5,0.825721514
2040,BHR,SSP5,0.835445715
2045,BHR,SSP5,0.843060474
2050,BHR,SSP5,0.842660109
2055,BHR,SSP5,0.84046003
2060,BHR,SSP5,0.83923237
2065,BHR,SSP5,0.839081064
2070,BHR,SSP5,0.839270182
2075,BHR,SSP5,0.839083101
2080,BHR,SSP5,NA
2085,BHR,SSP5,NA
2090,BHR,SSP5,NA
2095,BHR,SSP5,NA
2010,BHS,SSP5,0.752747132
2015,BHS,SSP5,0.760866152
2020,BHS,SSP5,0.770575433
2025,BHS,SSP5,0.783258764
2030,BHS,SSP5,0.795914129
2035,BHS,SSP5,0.806175027
2040,BHS,SSP5,0.815527228
2045,BHS,SSP5,0.822820873
2050,BHS,SSP5,0.82258419
2055,BHS,SSP5,0.821002064
2060,BHS,SSP5,0.820573062
2065,BHS,SSP5,0.821578955
2070,BHS,SSP5,0.823238795
2075,BHS,SSP5,0.824017562
2080,BHS,SSP5,NA
2085,BHS,SSP5,NA
2090,BHS,SSP5,NA
2095,BHS,SSP5,NA
2010,BIH,SSP5,0.707037926
2015,BIH,SSP5,0.731279196
2020,BIH,SSP5,0.763279323
2025,BIH,SSP5,0.786163105
2030,BIH,SSP5,0.803638734
2035,BIH,SSP5,0.816871977
2040,BIH,SSP5,0.828196164
2045,BIH,SSP5,0.837109627
2050,BIH,SSP5,0.838140329
2055,BIH,SSP5,0.837763951
2060,BIH,SSP5,0.838635609
2065,BIH,SSP5,0.840771272
2070,BIH,SSP5,0.843349883
2075,BIH,SSP5,0.845601704
2080,BIH,SSP5,NA
2085,BIH,SSP5,NA
2090,BIH,SSP5,NA
2095,BIH,SSP5,NA
2010,BLR,SSP5,0.718679414
2015,BLR,SSP5,0.739841453
2020,BLR,SSP5,0.758969498
2025,BLR,SSP5,0.771559187
2030,BLR,SSP5,0.781026036
2035,BLR,SSP5,0.788177579
2040,BLR,SSP5,0.794875974
2045,BLR,SSP5,0.800401044
2050,BLR,SSP5,0.799206448
2055,BLR,SSP5,0.797124975
2060,BLR,SSP5,0.79661331
2065,BLR,SSP5,0.797499572
2070,BLR,SSP5,0.798982804
2075,BLR,SSP5,0.800189975
2080,BLR,SSP5,NA
2085,BLR,SSP5,NA
2090,BLR,SSP5,NA
2095,BLR,SSP5,NA
2010,BLZ,SSP5,0.61640484
2015,BLZ,SSP5,0.635722183
2020,BLZ,SSP5,0.657768902
2025,BLZ,SSP5,0.680558705
2030,BLZ,SSP5,0.699674869
2035,BLZ,SSP5,0.715819295
2040,BLZ,SSP5,0.729975664
2045,BLZ,SSP5,0.741407357
2050,BLZ,SSP5,0.745898691
2055,BLZ,SSP5,0.748936799
2060,BLZ,SSP5,0.752611847
2065,BLZ,SSP5,0.75732944
2070,BLZ,SSP5,0.763725223
2075,BLZ,SSP5,0.770606596
2080,BLZ,SSP5,NA
2085,BLZ,SSP5,NA
2090,BLZ,SSP5,NA
2095,BLZ,SSP5,NA
2010,BOL,SSP5,0.602310837
2015,BOL,SSP5,0.62200607
2020,BOL,SSP5,0.642280433
2025,BOL,SSP5,0.662542326
2030,BOL,SSP5,0.683531576
2035,BOL,SSP5,0.703978536
2040,BOL,SSP5,0.725054153
2045,BOL,SSP5,0.74265561
2050,BOL,SSP5,0.751861355
2055,BOL,SSP5,0.757285211
2060,BOL,SSP5,0.762309022
2065,BOL,SSP5,0.767190232
2070,BOL,SSP5,0.770874244
2075,BOL,SSP5,0.773412053
2080,BOL,SSP5,NA
2085,BOL,SSP5,NA
2090,BOL,SSP5,NA
2095,BOL,SSP5,NA
2010,BRA,SSP5,0.65252371
2015,BRA,SSP5,0.669405501
2020,BRA,SSP5,0.69064413
2025,BRA,SSP5,0.710136752
2030,BRA,SSP5,0.727799
2035,BRA,SSP5,0.744036058
2040,BRA,SSP5,0.760180486
2045,BRA,SSP5,0.773443791
2050,BRA,SSP5,0.778136764
2055,BRA,SSP5,0.780126567
2060,BRA,SSP5,0.782629546
2065,BRA,SSP5,0.786168904
2070,BRA,SSP5,0.789941213
2075,BRA,SSP5,0.793364897
2080,BRA,SSP5,NA
2085,BRA,SSP5,NA
2090,BRA,SSP5,NA
2095,BRA,SSP5,NA
2010,BTN,SSP5,0.521248598
2015,BTN,SSP5,0.563140557
2020,BTN,SSP5,0.616156407
2025,BTN,SSP5,0.656993088
2030,BTN,SSP5,0.689245667
2035,BTN,SSP5,0.715132889
2040,BTN,SSP5,0.738133584
2045,BTN,SSP5,0.758051867
2050,BTN,SSP5,0.769422659
2055,BTN,SSP5,0.778009966
2060,BTN,SSP5,0.786419334
2065,BTN,SSP5,0.795196271
2070,BTN,SSP5,0.803588433
2075,BTN,SSP5,0.811009066
2080,BTN,SSP5,NA
2085,BTN,SSP5,NA
2090,BTN,SSP5,NA
2095,BTN,SSP5,NA
2010,CAF,SSP5,0.341838478
2015,CAF,SSP5,0.377895901
2020,CAF,SSP5,0.420701968
2025,CAF,SSP5,0.457194847
2030,CAF,SSP5,0.493129485
2035,CAF,SSP5,0.5267808
2040,CAF,SSP5,0.560198486
2045,CAF,SSP5,0.590238998
2050,CAF,SSP5,0.613684604
2055,CAF,SSP5,0.633862759
2060,CAF,SSP5,0.652952573
2065,CAF,SSP5,0.670752324
2070,CAF,SSP5,0.686555097
2075,CAF,SSP5,0.700110446
2080,CAF,SSP5,NA
2085,CAF,SSP5,NA
2090,CAF,SSP5,NA
2095,CAF,SSP5,NA
2010,CAN,SSP5,0.871873184
2015,CAN,SSP5,0.875476851
2020,CAN,SSP5,0.88224765
2025,CAN,SSP5,0.890686534
2030,CAN,SSP5,0.898913218
2035,CAN,SSP5,0.905511587
2040,CAN,SSP5,0.911470566
2045,CAN,SSP5,0.915539982
2050,CAN,SSP5,0.911125616
2055,CAN,SSP5,0.90532759
2060,CAN,SSP5,0.901264026
2065,CAN,SSP5,0.898782315
2070,CAN,SSP5,0.897032748
2075,CAN,SSP5,0.894912718
2080,CAN,SSP5,NA
2085,CAN,SSP5,NA
2090,CAN,SSP5,NA
2095,CAN,SSP5,NA
2010,CHE,SSP5,0.873510442
2015,CHE,SSP5,0.877954472
2020,CHE,SSP5,0.884041815
2025,CHE,SSP5,0.890372975
2030,CHE,SSP5,0.896840524
2035,CHE,SSP5,0.902621118
2040,CHE,SSP5,0.908780653
2045,CHE,SSP5,0.913656916
2050,CHE,SSP5,0.910422222
2055,CHE,SSP5,0.905879352
2060,CHE,SSP5,0.902893047
2065,CHE,SSP5,0.901607802
2070,CHE,SSP5,0.901084964
2075,CHE,SSP5,0.900300998
2080,CHE,SSP5,NA
2085,CHE,SSP5,NA
2090,CHE,SSP5,NA
2095,CHE,SSP5,NA
2010,CHL,SSP5,0.765884492
2015,CHL,SSP5,0.778499313
2020,CHL,SSP5,0.792694717
2025,CHL,SSP5,0.807020447
2030,CHL,SSP5,0.820993651
2035,CHL,SSP5,0.832982881
2040,CHL,SSP5,0.843922308
2045,CHL,SSP5,0.852327207
2050,CHL,SSP5,0.852047925
2055,CHL,SSP5,0.850068639
2060,CHL,SSP5,0.849557474
2065,CHL,SSP5,0.850638833
2070,CHL,SSP5,0.852506987
2075,CHL,SSP5,0.854016085
2080,CHL,SSP5,NA
2085,CHL,SSP5,NA
2090,CHL,SSP5,NA
2095,CHL,SSP5,NA
2010,CHN,SSP5,0.647365818
2015,CHN,SSP5,0.679776253
2020,CHN,SSP5,0.713670475
2025,CHN,SSP5,0.739191962
2030,CHN,SSP5,0.758649236
2035,CHN,SSP5,0.7736735
2040,CHN,SSP5,0.786261751
2045,CHN,SSP5,0.79662875
2050,CHN,SSP5,0.798939511
2055,CHN,SSP5,0.79936491
2060,CHN,SSP5,0.800672042
2065,CHN,SSP5,0.802977172
2070,CHN,SSP5,0.805505967
2075,CHN,SSP5,0.807363899
2080,CHN,SSP5,NA
2085,CHN,SSP5,NA
2090,CHN,SSP5,NA
2095,CHN,SSP5,NA
2010,CIV,SSP5,0.408617232
2015,CIV,SSP5,0.43988614
2020,CIV,SSP5,0.473692001
2025,CIV,SSP5,0.506615605
2030,CIV,SSP5,0.541999789
2035,CIV,SSP5,0.576752038
2040,CIV,SSP5,0.610742174
2045,CIV,SSP5,0.642252668
2050,CIV,SSP5,0.664100662
2055,CIV,SSP5,0.681621732
2060,CIV,SSP5,0.69786322
2065,CIV,SSP5,0.712810161
2070,CIV,SSP5,0.726122591
2075,CIV,SSP5,0.737112433
2080,CIV,SSP5,NA
2085,CIV,SSP5,NA
