countrycode,year,gii,scenario
MWI,2004,0.638235552,Observed
MYS,2004,0.274068452,Observed
NAM,2004,0.521058566,Observed
NER,2004,0.690632407,Observed
NGA,2004,0.702237599,Observed
NIC,2004,0.510732495,Observed
NLD,2004,0.01,Observed
NOR,2004,0.005422029,Observed
NPL,2004,0.634256224,Observed
NZL,2004,0.137908209,Observed
OMN,2004,0.417013557,Observed
PAK,2004,0.604373248,Observed
PAN,2004,0.467187215,Observed
PER,2004,0.457914956,Observed
PHL,2004,0.476777123,Observed
POL,2004,0.09423781,Observed
PRK,2004,0.050029624,Observed
PRT,2004,0.11304997,Observed
PRY,2004,0.532565302,Observed
ROU,2004,0.34288522,Observed
RUS,2004,0.332602642,Observed
RWA,2004,0.49170555,Observed
SAU,2004,0.531294396,Observed
SDN,2004,0.684333494,Observed
SEN,2004,0.621269067,Observed
SGP,2004,0.082973666,Observed
SLB,2004,0.658790289,Observed
SLE,2004,0.660047337,Observed
SLV,2004,0.476847604,Observed
STP,2004,0.588640472,Observed
SUR,2004,0.50806314,Observed
SVK,2004,0.134013993,Observed
SVN,2004,0.039256396,Observed
SWE,2004,0.01,Observed
SWZ,2004,0.626098593,Observed
TCD,2004,0.743361941,Observed
TGO,2004,0.656673486,Observed
THA,2004,0.381401702,Observed
TJK,2004,0.36003012,Observed
TLS,2004,0.565944499,Observed
TON,2004,0.510272945,Observed
TTO,2004,0.372101006,Observed
TUN,2004,0.262046474,Observed
TUR,2004,0.50163629,Observed
TZA,2004,0.609171451,Observed
UGA,2004,0.600331342,Observed
UKR,2004,0.35186981,Observed
URY,2004,0.335373069,Observed
USA,2004,0.227684154,Observed
VCT,2004,0.378077606,Observed
VEN,2004,0.515975145,Observed
VNM,2004,0.293913407,Observed
VUT,2004,0.534911196,Observed
WSM,2004,0.438829561,Observed
YEM,2004,0.853456403,Observed
ZAF,2004,0.453701489,Observed
ZMB,2004,0.624108481,Observed
ZWE,2004,0.617554106,Observed
AFG,2005,0.684360361,Observed
AGO,2005,0.648611261,Observed
ALB,2005,0.269952554,Observed
ARE,2005,0.573681309,Observed
ARG,2005,0.353998657,Observed
ARM,2005,0.365237406,Observed
AUS,2005,0.081600267,Observed
AUT,2005,0.04445968,Observed
AZE,2005,0.328939799,Observed
BDI,2005,0.559842011,Observed
BEL,2005,0.024840547,Observed
BEN,2005,0.652052355,Observed
BFA,2005,0.633317008,Observed
BGD,2005,0.632567019,Observed
BGR,2005,0.224400613,Observed
BHR,2005,0.273428838,Observed
BHS,2005,0.345598479,Observed
BIH,2005,0.194842838,Observed
BLR,2005,0.111232369,Observed
BLZ,2005,0.469655501,Observed
BOL,2005,0.539225966,Observed
BRA,2005,0.457860755,Observed
BTN,2005,0.549460193,Observed
BWA,2005,0.504912055,Observed
CAF,2005,0.676555947,Observed
CAN,2005,0.075138866,Observed
CHE,2005,0.01,Observed
CHL,2005,0.358881891,Observed
CHN,2005,0.175034588,Observed
CIV,2005,0.685135877,Observed
CMR,2005,0.647393536,Observed
COD,2005,0.646394391,Observed
COG,2005,0.637045955,Observed
COL,2005,0.477643401,Observed
COM,2005,0.656836926,Observed
CPV,2005,0.483145082,Observed
CRI,2005,0.328326405,Observed
CUB,2005,0.319921387,Observed
CYP,2005,0.058768249,Observed
CZE,2005,0.082440753,Observed
DEU,2005,0.03432441,Observed
DNK,2005,0.01,Observed
DOM,2005,0.485169391,Observed
DZA,2005,0.533992585,Observed
ECU,2005,0.467916017,Observed
EGY,2005,0.556242882,Observed
ESP,2005,0.053382365,Observed
EST,2005,0.182878666,Observed
ETH,2005,0.611204947,Observed
FIN,2005,0.008009733,Observed
FJI,2005,0.421847511,Observed
FRA,2005,0.054580354,Observed
GAB,2005,0.608389555,Observed
GBR,2005,0.154568058,Observed
GEO,2005,0.378197795,Observed
GHA,2005,0.565549081,Observed
GIN,2005,0.656216799,Observed
GMB,2005,0.649202611,Observed
GNB,2005,0.666704842,Observed
GNQ,2005,0.6197382,Observed
GRC,2005,0.110652868,Observed
GTM,2005,0.565146201,Observed
GUY,2005,0.533680747,Observed
HND,2005,0.461754982,Observed
HRV,2005,0.089184655,Observed
HTI,2005,0.57635094,Observed
HUN,2005,0.21480153,Observed
IDN,2005,0.539610661,Observed
IND,2005,0.596562903,Observed
IRL,2005,0.132120174,Observed
IRN,2005,0.494830086,Observed
ISL,2005,0.055331762,Observed
ISR,2005,0.105658328,Observed
ITA,2005,0.092109099,Observed
JAM,2005,0.44250561,Observed
JOR,2005,0.536412589,Observed
JPN,2005,0.05386743,Observed
KAZ,2005,0.334507805,Observed
KEN,2005,0.628754991,Observed
KGZ,2005,0.66672252,Observed
KHM,2005,0.546156714,Observed
KOR,2005,0.008501693,Observed
KWT,2005,0.313019523,Observed
LAO,2005,0.533861896,Observed
LBN,2005,0.389456491,Observed
LBR,2005,0.658358248,Observed
LCA,2005,0.383310442,Observed
LKA,2005,0.410182558,Observed
LSO,2005,0.575332053,Observed
LTU,2005,0.139371722,Observed
LUX,2005,0.058968099,Observed
LVA,2005,0.202751898,Observed
MAR,2005,0.548870473,Observed
MDA,2005,0.252516955,Observed
MDG,2005,0.631196589,Observed
MDV,2005,0.35760101,Observed
MEX,2005,0.412581765,Observed
MKD,2005,0.156945584,Observed
MLI,2005,0.68435728,Observed
MLT,2005,0.230208435,Observed
MNG,2005,0.392372394,Observed
MOZ,2005,0.588540433,Observed
MUS,2005,0.370131842,Observed
MWI,2005,0.635277138,Observed
MYS,2005,0.244943326,Observed
NAM,2005,0.514062696,Observed
NER,2005,0.688515796,Observed
NGA,2005,0.69251158,Observed
NIC,2005,0.502448264,Observed
NLD,2005,0.01,Observed
NOR,2005,0.004189969,Observed
NPL,2005,0.622909726,Observed
NZL,2005,0.131618847,Observed
OMN,2005,0.32521997,Observed
PAK,2005,0.597495122,Observed
PAN,2005,0.465022679,Observed
PER,2005,0.455395514,Observed
PHL,2005,0.474795994,Observed
POL,2005,0.098709424,Observed
PRK,2005,0.042294966,Observed
PRT,2005,0.100520084,Observed
PRY,2005,0.532451584,Observed
ROU,2005,0.34139476,Observed
RUS,2005,0.340612232,Observed
RWA,2005,0.481776651,Observed
SAU,2005,0.651819803,Observed
SDN,2005,0.665562435,Observed
SEN,2005,0.61828062,Observed
SGP,2005,0.071472067,Observed
SLB,2005,0.751910949,Observed
SLE,2005,0.658701161,Observed
SLV,2005,0.472152538,Observed
SOM,2005,0.761992055,Observed
STP,2005,0.585643447,Observed
SUR,2005,0.486247699,Observed
SVK,2005,0.136075065,Observed
SVN,2005,0.038816494,Observed
SWE,2005,0.01,Observed
SWZ,2005,0.602887397,Observed
SYR,2005,0.472728342,Observed
TCD,2005,0.742021778,Observed
TGO,2005,0.647882774,Observed
THA,2005,0.363221016,Observed
TJK,2005,0.331903095,Observed
TKM,2005,0.213685155,Observed
TLS,2005,0.551493578,Observed
TON,2005,0.428381571,Observed
TTO,2005,0.353392304,Observed
TUN,2005,0.267292001,Observed
TUR,2005,0.494981971,Observed
TZA,2005,0.590020993,Observed
UGA,2005,0.59543248,Observed
UKR,2005,0.35398256,Observed
URY,2005,0.33595756,Observed
USA,2005,0.225702008,Observed
VCT,2005,0.381400979,Observed
VEN,2005,0.479722567,Observed
VNM,2005,0.290653208,Observed
VUT,2005,0.530124996,Observed
WSM,2005,0.434051439,Observed
YEM,2005,0.832281845,Observed
ZAF,2005,0.454970519,Observed
ZMB,2005,0.618042887,Observed
ZWE,2005,0.585197006,Observed
AFG,2006,0.679869139,Observed
AGO,2006,0.641968758,Observed
ALB,2006,0.251156428,Observed
ARE,2006,0.302778236,Observed
ARG,2006,0.353751937,Observed
ARM,2006,0.365113513,Observed
AUS,2006,0.089556518,Observed
AUT,2006,0.040558613,Observed
AZE,2006,0.324208406,Observed
BDI,2006,0.557700966,Observed
BEL,2006,0.02428003,Observed
BEN,2006,0.648179019,Observed
BFA,2006,0.629563142,Observed
BGD,2006,0.624129472,Observed
BGR,2006,0.218115411,Observed
BHR,2006,0.368123514,Observed
BHS,2006,0.361769356,Observed
BIH,2006,0.180473008,Observed
BLR,2006,0.101842284,Observed
BLZ,2006,0.492268991,Observed
BOL,2006,0.527668157,Observed
BRA,2006,0.458629082,Observed
BTN,2006,0.603946051,Observed
BWA,2006,0.497664336,Observed
CAF,2006,0.67568591,Observed
CAN,2006,0.084024695,Observed
CHE,2006,0.01,Observed
CHL,2006,0.342538368,Observed
CHN,2006,0.167170953,Observed
CIV,2006,0.682759,Observed
CMR,2006,0.642576934,Observed
COD,2006,0.652692404,Observed
COG,2006,0.639726006,Observed
COL,2006,0.489601241,Observed
COM,2006,0.651878308,Observed
CPV,2006,0.458943186,Observed
CRI,2006,0.326431783,Observed
CUB,2006,0.309407048,Observed
CYP,2006,0.048012572,Observed
CZE,2006,0.082876265,Observed
DEU,2006,0.027073775,Observed
DNK,2006,0.01,Observed
DOM,2006,0.472867158,Observed
DZA,2006,0.518742319,Observed
ECU,2006,0.439405551,Observed
EGY,2006,0.585572827,Observed
ESP,2006,0.045366487,Observed
EST,2006,0.17159588,Observed
ETH,2006,0.599550537,Observed
FIN,2006,0.004898381,Observed
FRA,2006,0.061980536,Observed
GAB,2006,0.601878917,Observed
GBR,2006,0.149332528,Observed
GEO,2006,0.365718536,Observed
GHA,2006,0.561993433,Observed
GIN,2006,0.648426033,Observed
GMB,2006,0.643165814,Observed
GNB,2006,0.660803805,Observed
GNQ,2006,0.615353601,Observed
GRC,2006,0.110946688,Observed
GTM,2006,0.560620966,Observed
GUY,2006,0.532649516,Observed
HND,2006,0.4647976,Observed
HRV,2006,0.0871271,Observed
HTI,2006,0.648809942,Observed
HUN,2006,0.197475737,Observed
IDN,2006,0.538322412,Observed
IND,2006,0.597287136,Observed
IRL,2006,0.133710384,Observed
IRN,2006,0.493542476,Observed
IRQ,2006,0.608224385,Observed
ISL,2006,0.051998901,Observed
ISR,2006,0.106736071,Observed
ITA,2006,0.053322458,Observed
JAM,2006,0.44770919,Observed
JOR,2006,0.541693523,Observed
JPN,2006,0.061611829,Observed
KAZ,2006,0.314742873,Observed
KEN,2006,0.622830889,Observed
KGZ,2006,0.543256742,Observed
KHM,2006,0.545722515,Observed
KOR,2006,0.002068449,Observed
KWT,2006,0.30514362,Observed
LAO,2006,0.522376203,Observed
LBN,2006,0.380655728,Observed
LBR,2006,0.659355121,Observed
LCA,2006,0.555297425,Observed
LKA,2006,0.41011471,Observed
LSO,2006,0.591171848,Observed
LTU,2006,0.128466685,Observed
LUX,2006,0.052625605,Observed
LVA,2006,0.216224966,Observed
MAR,2006,0.512351546,Observed
MDA,2006,0.242509397,Observed
MDG,2006,0.636993762,Observed
MDV,2006,0.346272372,Observed
MEX,2006,0.40730342,Observed
MKD,2006,0.12781858,Observed
MLI,2006,0.6824325,Observed
MLT,2006,0.225850138,Observed
MNE,2006,0.182162697,Observed
MNG,2006,0.385056697,Observed
MOZ,2006,0.582920411,Observed
MUS,2006,0.370382999,Observed
MWI,2006,0.630419527,Observed
MYS,2006,0.267129396,Observed
NAM,2006,0.509463118,Observed
NER,2006,0.686474931,Observed
NGA,2006,0.689042828,Observed
NIC,2006,0.510197642,Observed
NLD,2006,0.01,Observed
NOR,2006,0.002186023,Observed
NPL,2006,0.619254137,Observed
NZL,2006,0.133646751,Observed
OMN,2006,0.395056683,Observed
PAK,2006,0.584272902,Observed
PAN,2006,0.466866363,Observed
PER,2006,0.425427066,Observed
PHL,2006,0.47449258,Observed
POL,2006,0.095717237,Observed
PRK,2006,0.033972056,Observed
PRT,2006,0.095947309,Observed
PRY,2006,0.530892778,Observed
QAT,2006,0.351187166,Observed
ROU,2006,0.33280054,Observed
RUS,2006,0.314584862,Observed
RWA,2006,0.462732664,Observed
SAU,2006,0.502866496,Observed
SDN,2006,0.651764066,Observed
SEN,2006,0.616046576,Observed
SGP,2006,0.04677581,Observed
SLB,2006,0.648355176,Observed
SLE,2006,0.656775226,Observed
SLV,2006,0.44189579,Observed
SOM,2006,0.760596633,Observed
SRB,2006,0.196033841,Observed
STP,2006,0.59249171,Observed
SUR,2006,0.483783457,Observed
SVK,2006,0.124868424,Observed
SVN,2006,0.027331011,Observed
SWE,2006,0.01,Observed
SWZ,2006,0.618186468,Observed
TCD,2006,0.740206949,Observed
TGO,2006,0.638325759,Observed
THA,2006,0.374729907,Observed
TJK,2006,0.332530565,Observed
TKM,2006,0.211863392,Observed
TLS,2006,0.53814195,Observed
TON,2006,0.426237151,Observed
TTO,2006,0.365573137,Observed
TUN,2006,0.24727892,Observed
TUR,2006,0.483461122,Observed
TZA,2006,0.587786656,Observed
UGA,2006,0.579879161,Observed
UKR,2006,0.315379058,Observed
URY,2006,0.326053388,Observed
USA,2006,0.225637181,Observed
VCT,2006,0.382411728,Observed
VEN,2006,0.476845778,Observed
VNM,2006,0.286983985,Observed
VUT,2006,0.52587086,Observed
WSM,2006,0.424923252,Observed
YEM,2006,0.846329746,Observed
ZAF,2006,0.453983573,Observed
ZMB,2006,0.607592806,Observed
ZWE,2006,0.595588869,Observed
AFG,2007,0.677350198,Observed
AGO,2007,0.63526874,Observed
ALB,2007,0.255282435,Observed
ARE,2007,0.199340978,Observed
ARG,2007,0.345355266,Observed
ARM,2007,0.315389434,Observed
AUS,2007,0.08447211,Observed
AUT,2007,0.035648237,Observed
AZE,2007,0.322981331,Observed
BDI,2007,0.553314451,Observed
BEL,2007,0.020987449,Observed
BEN,2007,0.625268891,Observed
BFA,2007,0.612471446,Observed
BGR,2007,0.213839605,Observed
BHR,2007,0.329442512,Observed
BHS,2007,0.388295546,Observed
BIH,2007,0.190787116,Observed
BLR,2007,0.099996373,Observed
BLZ,2007,0.523871812,Observed
BOL,2007,0.525258893,Observed
BRA,2007,0.454443626,Observed
BTN,2007,0.594614645,Observed
BWA,2007,0.491898411,Observed
CAF,2007,0.674872313,Observed
CAN,2007,0.080732517,Observed
CHE,2007,0.01,Observed
CHL,2007,0.332507886,Observed
CHN,2007,0.157942018,Observed
CIV,2007,0.678732532,Observed
CMR,2007,0.618457956,Observed
COD,2007,0.650894854,Observed
COG,2007,0.642225505,Observed
COL,2007,0.488796638,Observed
COM,2007,0.646943594,Observed
CPV,2007,0.443132534,Observed
CRI,2007,0.309420004,Observed
CUB,2007,0.30647425,Observed
CYP,2007,0.043863764,Observed
CZE,2007,0.083342654,Observed
DEU,2007,0.022104173,Observed
DNK,2007,0.01,Observed
DOM,2007,0.477248652,Observed
DZA,2007,0.500577405,Observed
ECU,2007,0.434752525,Observed
EGY,2007,0.579232695,Observed
ESP,2007,0.046750117,Observed
EST,2007,0.171740252,Observed
ETH,2007,0.590198221,Observed
FIN,2007,0.01,Observed
FRA,2007,0.031679107,Observed
GAB,2007,0.584149738,Observed
GBR,2007,0.149246844,Observed
GEO,2007,0.374165636,Observed
GHA,2007,0.55894169,Observed
GIN,2007,0.642043302,Observed
GMB,2007,0.653516854,Observed
GNB,2007,0.655568657,Observed
GNQ,2007,0.611785843,Observed
GRC,2007,0.102930282,Observed
GTM,2007,0.536099335,Observed
GUY,2007,0.524482683,Observed
HND,2007,0.46228722,Observed
HRV,2007,0.091614098,Observed
HTI,2007,0.614231451,Observed
HUN,2007,0.198171758,Observed
IDN,2007,0.528875551,Observed
IND,2007,0.587520976,Observed
IRL,2007,0.128535528,Observed
IRN,2007,0.491803904,Observed
IRQ,2007,0.597712184,Observed
ISL,2007,0.049057093,Observed
ISR,2007,0.104155255,Observed
ITA,2007,0.052992225,Observed
JAM,2007,0.438093951,Observed
JOR,2007,0.50902177,Observed
JPN,2007,0.059695168,Observed
KAZ,2007,0.276938365,Observed
KEN,2007,0.618311321,Observed
KGZ,2007,0.342387794,Observed
KHM,2007,0.500896247,Observed
KOR,2007,0.01,Observed
KWT,2007,0.296474433,Observed
LAO,2007,0.515863129,Observed
LBN,2007,0.367605399,Observed
LBR,2007,0.65617568,Observed
LCA,2007,0.416814819,Observed
LKA,2007,0.388075962,Observed
LSO,2007,0.558473772,Observed
LTU,2007,0.132014411,Observed
LUX,2007,0.047635284,Observed
LVA,2007,0.214034495,Observed
MAR,2007,0.507834963,Observed
MDA,2007,0.240863341,Observed
MDG,2007,0.628148469,Observed
MDV,2007,0.33903364,Observed
MEX,2007,0.399947483,Observed
MKD,2007,0.120622935,Observed
MLI,2007,0.680827858,Observed
MLT,2007,0.215275859,Observed
MNE,2007,0.163950405,Observed
MNG,2007,0.377058957,Observed
MOZ,2007,0.577555093,Observed
MUS,2007,0.372214198,Observed
MWI,2007,0.627749228,Observed
MYS,2007,0.259751825,Observed
NAM,2007,0.50375406,Observed
NER,2007,0.684571124,Observed
NGA,2007,0.681972842,Observed
NIC,2007,0.496859574,Observed
NLD,2007,0.01,Observed
NOR,2007,0.002057712,Observed
NPL,2007,0.557801537,Observed
NZL,2007,0.133577733,Observed
OMN,2007,0.448060027,Observed
PAK,2007,0.577571764,Observed
PAN,2007,0.463737255,Observed
PER,2007,0.422619678,Observed
PHL,2007,0.455265155,Observed
POL,2007,0.09655053,Observed
PRK,2007,0.024268944,Observed
PRT,2007,0.073281478,Observed
PRY,2007,0.524953559,Observed
QAT,2007,0.342668827,Observed
ROU,2007,0.341590691,Observed
RUS,2007,0.282145684,Observed
RWA,2007,0.449793019,Observed
SAU,2007,0.495384477,Observed
SDN,2007,0.647666728,Observed
SEN,2007,0.605655329,Observed
SGP,2007,0.025041043,Observed
SLB,2007,0.644530329,Observed
SLE,2007,0.659073805,Observed
SLV,2007,0.438459824,Observed
SOM,2007,0.757001279,Observed
SRB,2007,0.153781017,Observed
STP,2007,0.656997577,Observed
SUR,2007,0.481403783,Observed
SVK,2007,0.127381398,Observed
SVN,2007,0.025962779,Observed
SWE,2007,0.01,Observed
SWZ,2007,0.612806638,Observed
TCD,2007,0.746701718,Observed
TGO,2007,0.624743018,Observed
THA,2007,0.355286269,Observed
TJK,2007,0.32860846,Observed
TKM,2007,0.193025532,Observed
TLS,2007,0.518327333,Observed
TON,2007,0.422181106,Observed
TTO,2007,0.33927068,Observed
TUN,2007,0.24409516,Observed
TUR,2007,0.42834303,Observed
TZA,2007,0.585947373,Observed
UGA,2007,0.575017675,Observed
UKR,2007,0.325170746,Observed
URY,2007,0.318733148,Observed
USA,2007,0.222211623,Observed
VCT,2007,0.387219921,Observed
VEN,2007,0.474892066,Observed
VNM,2007,0.288337324,Observed
VUT,2007,0.521436652,Observed
WSM,2007,0.398374483,Observed
YEM,2007,0.842381765,Observed
ZAF,2007,0.454116155,Observed
ZMB,2007,0.601102065,Observed
ZWE,2007,0.597522709,Observed
AFG,2008,0.67411082,Observed
AGO,2008,0.580640987,Observed
ALB,2008,0.261656792,Observed
ARE,2008,0.187498913,Observed
ARG,2008,0.341707379,Observed
ARM,2008,0.330090682,Observed
AUS,2008,0.078577342,Observed
AUT,2008,0.041553843,Observed
AZE,2008,0.32163248,Observed
BDI,2008,0.55022782,Observed
BEL,2008,0.013086092,Observed
BEN,2008,0.62120464,Observed
BFA,2008,0.608184956,Observed
BGD,2008,0.649354334,Observed
BGR,2008,0.213779459,Observed
BHR,2008,0.335947198,Observed
BHS,2008,0.385854448,Observed
BIH,2008,0.170079372,Observed
BLR,2008,0.093760162,Observed
BLZ,2008,0.585565748,Observed
BOL,2008,0.518299785,Observed
BRA,2008,0.452061572,Observed
BTN,2008,0.5241438,Observed
BWA,2008,0.488747623,Observed
CAF,2008,0.674015987,Observed
CAN,2008,0.083623813,Observed
CHE,2008,0.01,Observed
CHL,2008,0.319966629,Observed
CHN,2008,0.155949657,Observed
CIV,2008,0.676321899,Observed
CMR,2008,0.616268961,Observed
COD,2008,0.649253535,Observed
COG,2008,0.638845685,Observed
COL,2008,0.487705359,Observed
COM,2008,0.64286997,Observed
CPV,2008,0.436933557,Observed
CRI,2008,0.306574903,Observed
CUB,2008,0.301734075,Observed
CYP,2008,0.038955891,Observed
CZE,2008,0.083278436,Observed
DEU,2008,0.017776812,Observed
DNK,2008,0.01,Observed
DOM,2008,0.473456694,Observed
DZA,2008,0.497966138,Observed
ECU,2008,0.431600032,Observed
EGY,2008,0.58379148,Observed
ESP,2008,0.039927999,Observed
EST,2008,0.147192779,Observed
ETH,2008,0.583242372,Observed
FIN,2008,0.01,Observed
FRA,2008,0.029978095,Observed
GAB,2008,0.581104118,Observed
GBR,2008,0.143822996,Observed
GEO,2008,0.409887576,Observed
GHA,2008,0.573457323,Observed
GMB,2008,0.649542365,Observed
GNB,2008,0.666077085,Observed
GNQ,2008,0.660560938,Observed
GRC,2008,0.097974971,Observed
GTM,2008,0.531012355,Observed
GUY,2008,0.514326936,Observed
HND,2008,0.454061379,Observed
HRV,2008,0.085935804,Observed
HTI,2008,0.614356824,Observed
HUN,2008,0.191942142,Observed
IDN,2008,0.525786827,Observed
IND,2008,0.581655951,Observed
IRL,2008,0.121283952,Observed
IRN,2008,0.522690533,Observed
IRQ,2008,0.573230879,Observed
ISL,2008,0.042597424,Observed
ISR,2008,0.100739799,Observed
ITA,2008,0.034033707,Observed
JAM,2008,0.434927471,Observed
JOR,2008,0.509665198,Observed
JPN,2008,0.057244957,Observed
KAZ,2008,0.262362771,Observed
KEN,2008,0.598787577,Observed
KGZ,2008,0.347378156,Observed
KHM,2008,0.506261712,Observed
KOR,2008,0.001270566,Observed
KWT,2008,0.231998862,Observed
LAO,2008,0.509440975,Observed
LBN,2008,0.366151884,Observed
LBR,2008,0.654044283,Observed
LCA,2008,0.420059276,Observed
LKA,2008,0.386005996,Observed
LSO,2008,0.553392873,Observed
LTU,2008,0.13524063,Observed
LUX,2008,0.041172291,Observed
LVA,2008,0.199711552,Observed
