countrycode,country,scenario,year,governance,gov.eff,corr.cont
GNB,Guinea-Bissau,Observed,2000,0.336485021,0.299305059,0.176281119
GNQ,Equatorial Guinea,Observed,2000,0.25227449,0.196047368,0.07426554
GRC,Greece,Observed,2000,0.707127256,0.631419837,0.582662466
GRD,Grenada,Observed,2000,0.662664693,0.587675525,0.552227425
GTM,Guatemala,Observed,2000,0.418554478,0.4008107,0.256918826
GUY,Guyana,Observed,2000,0.496377862,0.466358634,0.339568949
HKG,NA,Observed,2000,0.752822865,0.774034289,0.739226336
HND,Honduras,Observed,2000,0.429395087,0.397604468,0.210620577
HRV,Croatia,Observed,2000,0.574355497,0.57179551,0.413984735
HTI,Haiti,Observed,2000,0.310386821,0.22698739,0.144165178
HUN,Hungary,Observed,2000,0.743972823,0.704101437,0.612255801
IDN,Indonesia,Observed,2000,0.384731874,0.444751396,0.218876512
IND,India,Observed,2000,0.507665573,0.476997767,0.351063997
IRL,Ireland,Observed,2000,0.873263752,0.843130932,0.760937117
IRN,"Iran, Islamic Republic of",Observed,2000,0.369379156,0.404197194,0.338232267
IRQ,Iraq,Observed,2000,0.151334379,0.101948113,0.084849099
ISL,Iceland,Observed,2000,0.921992394,0.917282102,0.953275299
ISR,Israel,Observed,2000,0.684346057,0.730001956,0.673484442
ITA,Italy,Observed,2000,0.720249511,0.659987349,0.598766596
JAM,Jamaica,Observed,2000,0.565184057,0.517003379,0.43672534
JOR,Jordan,Observed,2000,0.54926295,0.501002693,0.450022286
JPN,Japan,Observed,2000,0.777706484,0.74821156,0.724336389
KAZ,Kazakhstan,Observed,2000,0.374018906,0.362877879,0.171651697
KEN,Kenya,Observed,2000,0.371088616,0.396222691,0.187277996
KGZ,Kyrgyzstan,Observed,2000,0.400805629,0.401861396,0.2225524
KHM,Cambodia,Observed,2000,0.371401738,0.33586071,0.209819768
KOR,"Korea, Republic of",Observed,2000,0.664102542,0.657679666,0.505067639
KWT,Kuwait,Observed,2000,0.587135455,0.487223448,0.566831542
LAO,Lao People's Democratic Republic,Observed,2000,0.320328043,0.345902829,0.226505271
LBN,Lebanon,Observed,2000,0.463978822,0.464609949,0.305618156
LBR,Liberia,Observed,2000,0.185705203,0.143724226,0.086169035
LBY,Libyan Arab Jamahiriya,Observed,2000,0.292347949,0.281533331,0.230804131
LCA,Saint Lucia,Observed,2000,0.678687992,0.521338626,0.546990433
LKA,Sri Lanka,Observed,2000,0.464908395,0.443667019,0.388529694
LSO,Lesotho,Observed,2000,0.513039178,0.477560303,0.429846149
LTU,Lithuania,Observed,2000,0.639327548,0.533630958,0.513090236
LUX,Luxembourg,Observed,2000,0.92433082,0.905808028,0.902839391
LVA,Latvia,Observed,2000,0.620347306,0.571240113,0.414063834
MAR,Morocco,Observed,2000,0.512777723,0.489137361,0.405416646
MDA,"Moldova, Republic of",Observed,2000,0.447357773,0.399662728,0.279359928
MDG,Madagascar,Observed,2000,0.485732873,0.387213297,0.326835088
MDV,Maldives,Observed,2000,0.567377319,0.579166433,0.342771931
MEX,Mexico,Observed,2000,0.534396725,0.55352218,0.374094426
MKD,Macedonia,Observed,2000,0.429803244,0.352013716,0.29272828
MLI,Mali,Observed,2000,0.466878513,0.341858169,0.237115303
MLT,Malta,Observed,2000,0.797248214,0.728985904,0.65138878
MNG,Mongolia,Observed,2000,0.553726517,0.44726928,0.359306585
MOZ,Mozambique,Observed,2000,0.460957583,0.41578241,0.331354379
MRT,Mauritania,Observed,2000,0.465317495,0.47573633,0.326128844
MUS,Mauritius,Observed,2000,0.684437123,0.589880384,0.519161483
MWI,Malawi,Observed,2000,0.474593035,0.435568683,0.368043182
MYS,Malaysia,Observed,2000,0.599837554,0.719307013,0.508385099
NAM,Namibia,Observed,2000,0.586640284,0.536338908,0.563763858
NER,Niger,Observed,2000,0.421051196,0.29206411,0.227382889
NGA,Nigeria,Observed,2000,0.327047933,0.308092094,0.149821589
NIC,Nicaragua,Observed,2000,0.433289313,0.377417849,0.198038581
NLD,Netherlands,Observed,2000,0.943488844,0.925366038,0.939300075
NOR,Norway,Observed,2000,0.900300506,0.890157289,0.935830489
NPL,Nepal,Observed,2000,0.420903923,0.410924836,0.277048184
NZL,New Zealand,Observed,2000,0.913718807,0.841892753,0.949704822
OMN,Oman,Observed,2000,0.605039384,0.568679151,0.614524187
PAK,Pakistan,Observed,2000,0.340811075,0.382689617,0.236862045
PAN,Panama,Observed,2000,0.580619042,0.556277073,0.356602811
PER,Peru,Observed,2000,0.463344343,0.491028886,0.340126989
PHL,Philippines,Observed,2000,0.467056866,0.468474415,0.313047263
PNG,Papua New Guinea,Observed,2000,0.434711338,0.416729343,0.238871335
POL,Poland,Observed,2000,0.688414904,0.627533788,0.594544531
PRI,NA,Observed,2000,0.742729297,0.745003969,0.637132657
PRT,Portugal,Observed,2000,0.792049684,0.7125328,0.70500751
PRY,Paraguay,Observed,2000,0.329124519,0.268539897,0.112692748
RUS,Russian Federation,Observed,2000,0.357019573,0.357733655,0.201321002
RWA,Rwanda,Observed,2000,0.296833911,0.37291556,0.29176443
SAU,Saudi Arabia,Observed,2000,0.454981222,0.459548025,0.386993214
SDN,Sudan,Observed,2000,0.216973821,0.267032468,0.230916961
SEN,Senegal,Observed,2000,0.516818123,0.480747718,0.413181649
SGP,Singapore,Observed,2000,0.855798898,0.951599699,0.939741941
SLB,Solomon Islands,Observed,2000,0.407696581,0.309115264,0.346862449
SLE,Sierra Leone,Observed,2000,0.247504044,0.219919457,0.225910764
SLV,El Salvador,Observed,2000,0.486016562,0.39676062,0.311986684
SOM,Somalia,Observed,2000,0.107032312,0.057552456,0.069146116
SRB,Serbia,Observed,2000,0.310625353,0.3322706,0.159379752
SSD,NA,Observed,2000,NA,NA,NA
STP,Sao Tome and Principe,Observed,2000,0.557904304,0.411637157,0.475834395
SUR,Suriname,Observed,2000,0.554646976,0.477946154,0.540840063
SVK,Slovakia,Observed,2000,0.652187493,0.627403989,0.482754362
SVN,Slovenia,Observed,2000,0.728847503,0.657189502,0.634639354
SWE,Sweden,Observed,2000,0.911357037,0.903462366,0.960089237
SWZ,Swaziland,Observed,2000,0.413254904,0.369998537,0.387635357
SYR,Syrian Arab Republic,Observed,2000,0.332460214,0.309208781,0.194210464
TCD,Chad,Observed,2000,0.330370522,0.361504227,0.175682998
TGO,Togo,Observed,2000,0.367935599,0.271413168,0.2554704
THA,Thailand,Observed,2000,0.606742028,0.547151603,0.387610214
TJK,Tajikistan,Observed,2000,0.251594179,0.261357008,0.136774689
TKM,Turkmenistan,Observed,2000,0.270895448,0.245211569,0.169402613
TON,Tonga,Observed,2000,NA,0.407365896,0.338351958
TTO,Trinidad and Tobago,Observed,2000,0.6272346,0.595287365,0.486147905
TUN,Tunisia,Observed,2000,0.513157895,0.605115711,0.377415361
TUR,Turkey,Observed,2000,0.503653088,0.506508543,0.385253098
TZA,"Tanzania, United Republic of",Observed,2000,0.429464596,0.419353604,0.245132021
UGA,Uganda,Observed,2000,0.38357209,0.422586277,0.229302072
UKR,Ukraine,Observed,2000,0.373635831,0.36244027,0.165659835
URY,Uruguay,Observed,2000,0.701255162,0.59504888,0.643937528
USA,United States,Observed,2000,0.864661467,0.870950914,0.812794046
UZB,Uzbekistan,Observed,2000,0.23239795,0.305559641,0.188149912
VCT,Saint Vincent and the Grenadines,Observed,2000,0.662569656,0.521338626,0.4561977
VEN,"Venezuela, Bolivarian Republic o",Observed,2000,0.410572291,0.354200816,0.275477298
VNM,Viet Nam,Observed,2000,0.424767686,0.414716599,0.299716689
VUT,Vanuatu,Observed,2000,0.57132436,0.397132602,0.365713703
WSM,Samoa,Observed,2000,0.657140589,0.593987161,0.452229096
YEM,Yemen,Observed,2000,0.326733278,0.345741126,0.188384665
ZAF,South Africa,Observed,2000,0.630180174,0.652535296,0.57483742
ZMB,Zambia,Observed,2000,0.437515653,0.325525478,0.265732891
ZWE,Zimbabwe,Observed,2000,0.290172683,0.34158653,0.204340453
ARG,Argentina,Observed,2002,0.436705483,0.447176709,0.322792893
ARM,Armenia,Observed,2002,0.464777406,0.485618489,0.258646393
AUS,Australia,Observed,2002,0.8723864,0.853921114,0.847797305
AUT,Austria,Observed,2002,0.894566464,0.899442516,0.883938529
AZE,Azerbaijan,Observed,2002,0.325920632,0.31521274,0.158904998
BDI,Burundi,Observed,2002,0.250677928,0.219102032,0.241021617
BEL,Belgium,Observed,2002,0.849500466,0.906626642,0.776410925
BEN,Benin,Observed,2002,0.502112466,0.429401779,0.263270374
BFA,Burkina Faso,Observed,2002,0.46119887,0.366330273,0.432377855
BGD,Bangladesh,Observed,2002,0.345328676,0.364093771,0.116967457
BGR,Bulgaria,Observed,2002,0.592928673,0.554820269,0.395127703
BHR,Bahrain,Observed,2002,0.623363648,0.616682732,0.619837686
BHS,Bahamas,Observed,2002,0.811331785,0.770691394,0.766478652
BIH,Bosnia and Herzegovina,Observed,2002,0.437625344,0.308892567,0.339314853
BLR,Belarus,Observed,2002,0.329554482,0.316512435,0.268608807
BLZ,Belize,Observed,2002,0.572021196,0.516073217,0.376281927
BOL,"Bolivia, Plurinational State of",Observed,2002,0.471893483,0.442874361,0.223361095
BRA,Brazil,Observed,2002,0.572752378,0.515602229,0.449390644
BRB,Barbados,Observed,2002,0.82001825,0.793891281,0.782851027
BRN,Brunei Darussalam,Observed,2002,0.636272183,0.686281047,0.502209389
BTN,Bhutan,Observed,2002,0.560335209,0.663822736,0.670288762
BWA,Botswana,Observed,2002,0.683390633,0.627619883,0.581715706
CAF,Central African Republic,Observed,2002,0.273057686,0.191114539,0.179138462
CAN,Canada,Observed,2002,0.892687714,0.895452739,0.899707647
CHE,Switzerland,Observed,2002,0.921597587,0.911143349,0.917759836
CHL,Chile,Observed,2002,0.812101093,0.737707846,0.797699376
CHN,China,Observed,2002,0.404416008,0.491951907,0.311260595
CIV,Cote d'Ivoire,Observed,2002,0.312987889,0.325046809,0.253420652
CMR,Cameroon,Observed,2002,0.323620204,0.331376173,0.16168758
COG,Congo,Observed,2002,0.289783163,0.249012275,0.201474839
COL,Colombia,Observed,2002,0.410337909,0.420242301,0.375814138
COM,Comoros,Observed,2002,0.402432811,0.340506089,0.223852417
CPV,Cape Verde,Observed,2002,0.610778621,0.488855916,0.562950383
CRI,Costa Rica,Observed,2002,0.691100638,0.575725645,0.584562554
CUB,Cuba,Observed,2002,0.390261141,0.391861525,0.528065358
CYP,Cyprus,Observed,2002,0.756147336,0.778983319,0.698469154
CZE,Czech Republic,Observed,2002,0.729347874,0.701332499,0.518227643
DEU,Germany,Observed,2002,0.873079842,0.854089886,0.877728042
DJI,Djibouti,Observed,2002,0.386617388,0.340506089,0.260299872
DNK,Denmark,Observed,2002,0.936168106,0.929061464,0.976921117
DOM,Dominican Republic,Observed,2002,0.487114863,0.424283589,0.320980261
DZA,Algeria,Observed,2002,0.34642259,0.382652111,0.228877791
ECU,Ecuador,Observed,2002,0.39982257,0.334328459,0.226478249
EGY,Egypt,Observed,2002,0.433163812,0.42161277,0.336359676
ERI,Eritrea,Observed,2002,0.371601216,0.353539079,0.423637501
ESP,Spain,Observed,2002,0.807930114,0.880060869,0.743266512
EST,Estonia,Observed,2002,0.738903199,0.6539,0.601274846
ETH,Ethiopia,Observed,2002,0.320789286,0.320103333,0.296788994
FIN,Finland,Observed,2002,0.953304743,0.943963995,0.990641586
FJI,Fiji,Observed,2002,0.559670957,0.533020803,0.49897571
FRA,France,Observed,2002,0.792409802,0.830212607,0.713821821
GAB,Gabon,Observed,2002,0.480057993,0.434555014,0.294551861
GBR,United Kingdom,Observed,2002,0.870494701,0.878743822,0.904505027
GEO,Georgia,Observed,2002,0.339947774,0.342275734,0.146299359
GHA,Ghana,Observed,2002,0.502631026,0.484323922,0.354900872
GIN,Guinea,Observed,2002,0.311956224,0.31841799,0.265360209
GMB,Gambia,Observed,2002,0.466937745,0.3752076,0.32908387
GNB,Guinea-Bissau,Observed,2002,0.336487725,0.282660895,0.197678813
GNQ,Equatorial Guinea,Observed,2002,0.25241956,0.231826023,0.101877568
GRC,Greece,Observed,2002,0.710660458,0.672034348,0.52846305
GRD,Grenada,Observed,2002,0.668232232,0.592704545,0.591774299
GTM,Guatemala,Observed,2002,0.413881139,0.402974937,0.28195077
GUY,Guyana,Observed,2002,0.485348537,0.452719345,0.330796889
HKG,NA,Observed,2002,0.789984987,0.786350331,0.82558108
HND,Honduras,Observed,2002,0.420948629,0.384034664,0.206929976
HRV,Croatia,Observed,2002,0.604731113,0.57603636,0.48077692
HTI,Haiti,Observed,2002,0.234377621,0.189888316,0.04223134
HUN,Hungary,Observed,2002,0.760159669,0.717972625,0.565283667
IDN,Indonesia,Observed,2002,0.363267671,0.419945082,0.167025574
IND,India,Observed,2002,0.479610101,0.479644937,0.311806319
IRL,Ireland,Observed,2002,0.862510659,0.83585814,0.755445204
IRN,"Iran, Islamic Republic of",Observed,2002,0.371250113,0.394289342,0.386783419
IRQ,Iraq,Observed,2002,0.161329807,0.108011635,0.106135407
ISL,Iceland,Observed,2002,0.921967314,0.915214978,0.949640089
ISR,Israel,Observed,2002,0.669581571,0.724500118,0.714934672
ITA,Italy,Observed,2002,0.712219802,0.667340647,0.556743083
JAM,Jamaica,Observed,2002,0.535524597,0.508260477,0.324949336
JOR,Jordan,Observed,2002,0.496610946,0.525897244,0.418688977
JPN,Japan,Observed,2002,0.747767677,0.721627962,0.653953121
KAZ,Kazakhstan,Observed,2002,0.365877943,0.315013507,0.174640238
KEN,Kenya,Observed,2002,0.375701128,0.375492844,0.201076166
KGZ,Kyrgyzstan,Observed,2002,0.384505919,0.378735431,0.20252925
KHM,Cambodia,Observed,2002,0.366094307,0.339749961,0.197934585
KOR,"Korea, Republic of",Observed,2002,0.685662804,0.688690117,0.546701058
KWT,Kuwait,Observed,2002,0.593506513,0.526050583,0.664440131
LAO,Lao People's Democratic Republic,Observed,2002,0.302229816,0.318187107,0.165242093
LBN,Lebanon,Observed,2002,0.447221173,0.446223034,0.320964998
LBR,Liberia,Observed,2002,0.193241308,0.194134707,0.133831484
LBY,Libyan Arab Jamahiriya,Observed,2002,0.293861442,0.30006001,0.211677859
LCA,Saint Lucia,Observed,2002,0.630724933,0.476891229,0.504768029
LKA,Sri Lanka,Observed,2002,0.518083544,0.495938813,0.388392971
LSO,Lesotho,Observed,2002,0.521180878,0.495203837,0.409231508
LTU,Lithuania,Observed,2002,0.680176433,0.618098705,0.477296251
LUX,Luxembourg,Observed,2002,0.926059572,0.919013719,0.906270236
LVA,Latvia,Observed,2002,0.661769926,0.616730097,0.434566072
MAR,Morocco,Observed,2002,0.491462149,0.474188676,0.387471021
MDA,"Moldova, Republic of",Observed,2002,0.419563508,0.391110358,0.212854907
MDG,Madagascar,Observed,2002,0.483676097,0.424703046,0.388126016
MDV,Maldives,Observed,2002,0.565030851,0.585916709,0.388071206
MEX,Mexico,Observed,2002,0.555235473,0.559246942,0.389022561
MKD,Macedonia,Observed,2002,0.422552331,0.398671631,0.246243457
MLI,Mali,Observed,2002,0.492628926,0.39093528,0.272831299
MLT,Malta,Observed,2002,0.793131522,0.728486209,0.615820645
MNG,Mongolia,Observed,2002,0.587576149,0.473483169,0.429059305
MOZ,Mozambique,Observed,2002,0.467620712,0.427346897,0.313003892
MRT,Mauritania,Observed,2002,0.508313326,0.504923447,0.424877562
MUS,Mauritius,Observed,2002,0.692066726,0.586844719,0.536411695
MWI,Malawi,Observed,2002,0.420521707,0.360278101,0.209862933
MYS,Malaysia,Observed,2002,0.613448376,0.712046419,0.494090599
NAM,Namibia,Observed,2002,0.589392184,0.532951635,0.456998082
NER,Niger,Observed,2002,0.412033588,0.335710843,0.201470347
NGA,Nigeria,Observed,2002,0.278321629,0.295311596,0.100832582
NIC,Nicaragua,Observed,2002,0.449360147,0.348293188,0.319694834
NLD,Netherlands,Observed,2002,0.91148289,0.910402537,0.919957459
NOR,Norway,Observed,2002,0.904667927,0.889864539,0.930916337
NPL,Nepal,Observed,2002,0.385983949,0.411275531,0.348309667
NZL,New Zealand,Observed,2002,0.90628006,0.857885183,0.965617693
OMN,Oman,Observed,2002,0.624112503,0.583924324,0.64612405
PAK,Pakistan,Observed,2002,0.336884635,0.42148191,0.221360446
PAN,Panama,Observed,2002,0.576080434,0.510222528,0.361743323
PER,Peru,Observed,2002,0.476755058,0.434837087,0.367758271
PHL,Philippines,Observed,2002,0.475869796,0.477924558,0.315462672
PNG,Papua New Guinea,Observed,2002,0.40837147,0.409297965,0.220307258
POL,Poland,Observed,2002,0.687773184,0.606983045,0.523338536
PRI,NA,Observed,2002,0.75398554,0.73899356,0.741836727
PRT,Portugal,Observed,2002,0.814902797,0.749535034,0.720036814
PRY,Paraguay,Observed,2002,0.333589694,0.285644539,0.122812791
RUS,Russian Federation,Observed,2002,0.411302758,0.441099563,0.2165038
RWA,Rwanda,Observed,2002,0.321591847,0.31925706,0.334238635
SAU,Saudi Arabia,Observed,2002,0.46324513,0.442626812,0.476514242
SDN,Sudan,Observed,2002,0.247694086,0.279206149,0.195116945
SEN,Senegal,Observed,2002,0.546788682,0.505559715,0.471383354
SGP,Singapore,Observed,2002,0.846198882,0.881583383,0.96565539
SLB,Solomon Islands,Observed,2002,0.352066655,0.087827818,0.268216605
SLE,Sierra Leone,Observed,2002,0.324953783,0.206508591,0.238387157
SLV,El Salvador,Observed,2002,0.489993443,0.401838708,0.274040755
SOM,Somalia,Observed,2002,0.17033165,0.196748915,0.190824486
SRB,Serbia,Observed,2002,0.418337492,0.401138531,0.230923527
SSD,NA,Observed,2002,NA,NA,NA
STP,Sao Tome and Principe,Observed,2002,0.523984945,0.389476453,0.414689942
SUR,Suriname,Observed,2002,0.550478464,0.46894956,0.495179876
SVK,Slovakia,Observed,2002,0.66948789,0.626603613,0.42917554
SVN,Slovenia,Observed,2002,0.75050932,0.690994768,0.616664385
SWE,Sweden,Observed,2002,0.92159186,0.916405623,0.950999811
SWZ,Swaziland,Observed,2002,0.426760096,0.39840163,0.371087999
SYR,Syrian Arab Republic,Observed,2002,0.380753304,0.325057602,0.339678104
TCD,Chad,Observed,2002,0.308538941,0.331415511,0.166207455
TGO,Togo,Observed,2002,0.356400642,0.244638729,0.243402929
THA,Thailand,Observed,2002,0.583575553,0.567218311,0.358791222
TJK,Tajikistan,Observed,2002,0.288589568,0.253938483,0.161762149
TKM,Turkmenistan,Observed,2002,0.247301922,0.208169828,0.137592973
TON,Tonga,Observed,2002,NA,0.339540336,0.306177851
TTO,Trinidad and Tobago,Observed,2002,0.609202244,0.577883109,0.426195846
TUN,Tunisia,Observed,2002,0.52778467,0.622759932,0.515973482
TUR,Turkey,Observed,2002,0.487146917,0.521129375,0.310437888
TZA,"Tanzania, United Republic of",Observed,2002,0.436974435,0.422454163,0.245199336
UGA,Uganda,Observed,2002,0.381244117,0.415077061,0.221337833
UKR,Ukraine,Observed,2002,0.39625408,0.378392721,0.187944476
URY,Uruguay,Observed,2002,0.703324267,0.628080993,0.641056212
USA,United States,Observed,2002,0.839904571,0.846039175,0.874166907
UZB,Uzbekistan,Observed,2002,0.24590194,0.263110743,0.193301922
VCT,Saint Vincent and the Grenadines,Observed,2002,0.636306237,0.476891229,0.504768029
VEN,"Venezuela, Bolivarian Republic o",Observed,2002,0.339083346,0.299028994,0.185876649
VNM,Viet Nam,Observed,2002,0.404717753,0.415228656,0.299421311
VUT,Vanuatu,Observed,2002,0.539074585,0.343435553,0.36297454
WSM,Samoa,Observed,2002,0.657359863,0.59505125,0.44681955
YEM,Yemen,Observed,2002,0.301350318,0.339725757,0.20495558
ZAF,South Africa,Observed,2002,0.61845722,0.641141413,0.512418137
ZMB,Zambia,Observed,2002,0.428864145,0.345793014,0.262276314
ZWE,Zimbabwe,Observed,2002,0.232996636,0.319458524,0.147572614
ARG,Argentina,Observed,2003,0.467683065,0.494562536,0.32045921
ARM,Armenia,Observed,2003,0.49410088,0.472415211,0.299325654
AUS,Australia,Observed,2003,0.880969361,0.878069946,0.880117034
AUT,Austria,Observed,2003,0.88659754,0.910255229,0.896223663
AZE,Azerbaijan,Observed,2003,0.350538293,0.348201587,0.198590789
BDI,Burundi,Observed,2003,0.246742355,0.220442434,0.224346857
BEL,Belgium,Observed,2003,0.836450397,0.897627107,0.757951984
BEN,Benin,Observed,2003,0.507787959,0.446706922,0.320477736
BFA,Burkina Faso,Observed,2003,0.477121706,0.390816868,0.42795771
BGD,Bangladesh,Observed,2003,0.330504646,0.356626535,0.09816114
BGR,Bulgaria,Observed,2003,0.583765873,0.527457569,0.424078535
BHR,Bahrain,Observed,2003,0.603541636,0.602231865,0.52287664
BHS,Bahamas,Observed,2003,0.795358961,0.76521815,0.765626243
BIH,Bosnia and Herzegovina,Observed,2003,0.456670834,0.352609062,0.361581772
BLR,Belarus,Observed,2003,0.358547756,0.316102024,0.29417852
BLZ,Belize,Observed,2003,0.588121225,0.492630145,0.411080575
BOL,"Bolivia, Plurinational State of",Observed,2003,0.44664443,0.438947913,0.24283113
